x,y,name
0.195726292,0.455560125,Timofey Mozgov
0.491577913,0.869084192,Luol Deng
0.581859379,0.577716124,Lou Williams
0.350099329,0.675312698,Nick Young
0.830403697,0.424388883,Jose Calderon
0.758986988,0.478314985,Mike Conley
0.510676895,0.791306074,Chandler Parsons
0.210900518,0.442896995,Brandan Wright
0.216257468,0.477541011,JaMychal Green
0.319110438,0.589777281,Tony Allen
0.510059323,0.801737665,Marc Gasol
0.474125851,0.949279493,Zach Randolph
0.270289389,0.523260596,Vince Carter
0.347557393,0.631780653,Matt Barnes
0.250504832,0.507384679,Anthony Tolliver
0.331429373,0.506956795,Garrett Temple
0.419763946,0.743267433,Arron Afflalo
0.174749752,0.387765334,Kosta Koufos
0.319220432,0.607524381,Omri Casspi
0.725421871,0.542595227,Darren Collison
0.527993654,0.9201441,Rudy Gay
0.368463316,0.695982413,Ben McLemore
0.597734641,0.86839445,DeMarcus Cousins
0.233298835,0.52075418,Jordan Hill
0.288140672,0.563998067,Brandon Rush
0.131370591,0.260762307,Cole Aldrich
0.606442553,0.618674648,Zach LaVine
0.518526818,0.925178076,Andrew Wiggins
0.313805864,0.72949249,Nikola Pekovic
0.296497485,0.65006032,Gorgui Dieng
0.256026679,0.489618106,Shabazz Muhammad
0.916459523,0.339967702,Ricky Rubio
0.482154629,0.686653822,Mike Miller
0.251916409,0.506541119,Darrell Arthur
0.370064096,0.555840867,Will Barton
0.784578374,0.457120575,Jameer Nelson
0.214670521,0.508955084,Jusuf Nurkic
0.340572188,0.638267395,Gary Harris
0.333332255,0.784643752,Kenneth Faried
0.439202544,0.821593709,Wilson Chandler
0.447913885,0.842830794,Danilo Gallinari
0.443850319,0.65568918,Leandro Barbosa
0.332591437,0.639522473,Jared Dudley
0.250232855,0.443338449,John Jenkins
0.718800522,0.586179149,Brandon Knight
0.288316832,0.760049725,Tyson Chandler
0.222166168,0.540032502,Alex Len
0.347080593,0.688707049,P.J. Tucker
0.717524229,0.467470378,Eric Bledsoe
0.473588186,0.872749015,Dirk Nowitzki
0.181069686,0.367918993,Dwight Powell
0.905044513,0.312461783,Deron Williams
0.367487893,0.732909068,Harrison Barnes
0.736467815,0.459704089,J.J. Barea
0.446694038,0.812524971,Wesley Matthews
0.736101406,0.486088293,Devin Harris
0.406692558,0.783192129,Andrew Bogut
0.326278338,0.554089132,Solomon Hill
0.316147085,0.678297639,Terrence Jones
0.467490637,0.691534639,Langston Galloway
0.365883438,0.493355392,E'Twaun Moore
0.253502947,0.540644326,Dante Cunningham
0.182949686,0.512274864,Omer Asik
0.155618449,0.342275367,Alexis Ajinca
0.760282625,0.520648444,Tyreke Evans
0.812995137,0.430367198,Jrue Holiday
0.495011598,1,Anthony Davis
0.238409111,0.468808792,Quincy Pondexter
0.204516335,0.46256078,James Jones
0.470409373,0.811918955,Richard Jefferson
0.185563612,0.46560209,Chris Andersen
0.320008117,0.789255197,Tristan Thompson
0.753682711,0.519946996,Mo Williams
0.38947985,0.659687351,Iman Shumpert
0.48906492,0.91009004,Kevin Love
0.442589407,0.708098677,Mike Dunleavy
0.318676598,0.626364368,Channing Frye
