allstar,name,fg_per_g,ws_per_48,mp_per_g,ft_per_g,fg_pct_03_10,def_rtg,usg_pct,pf_per_poss,ast_pct,ows,fga_per_g
-1,J.J. Redick,5.2,0.147,28.2,2.8,0.24,109,21.8,3.3,12.6,2.3,11.4
-1,J.J. Redick,5.7,0.134,30.9,2.3,0.413,111,21,2.8,9,5.8,12
-1,J.J. Redick,5.6,0.154,28,2.4,0.453,109,22.6,3.2,8.6,5.3,11.7
-1,Pablo Prigioni,1.3,0.123,16.2,0.3,0.412,106,11.7,5.4,27.5,2,2.8
-1,Pablo Prigioni,1.3,0.127,19.4,0.2,0.25,110,9.3,5.5,25.6,2.5,2.9
-1,Pablo Prigioni,1.4,0.092,17.9,0.5,0.364,107,11.6,3.8,21.5,1.3,3.4
-1,Pablo Prigioni,0.9,0.087,13.9,0.1,0.4,104,11,5,21.8,0.3,2.5
1,Paul Pierce,6.7,0.164,37.5,5.7,0.366,104,25.4,3.8,16.3,5.5,14.6
1,Paul Pierce,5.8,0.165,34,5.2,0.317,105,23.8,4.3,15.1,5,12.2
-1,Paul Pierce,6.3,0.201,34.7,4.8,0.297,101,24,4.4,16.1,6.5,12.8
-1,Paul Pierce,6.5,0.161,34,4.8,0.34,99,28.1,3.8,24.3,3.3,14.6
-1,Paul Pierce,6.2,0.135,33.4,4.3,0.405,102,27.4,4.3,25.1,3.5,14.2
-1,Paul Pierce,4.3,0.119,28,3.4,0.318,106,22.4,4.8,14.5,2.9,9.5
1,Chris Paul,5.4,0.232,36,4.2,0.447,103,21.1,3.7,45.8,9.5,11.6
1,Chris Paul,7.1,0.278,36.4,4.3,0.48,104,24.3,3.4,43.8,10.4,14.8
1,Chris Paul,5.9,0.287,33.4,4.1,0.545,102,22.6,3.2,46.5,10.6,12.2
1,Chris Paul,6.5,0.27,35,4.8,0.481,103,23.7,3.6,48.9,9,14
1,Chris Paul,6.9,0.27,34.8,3.5,0.488,105,23.7,3.6,47.4,12.9,14.3
1,Chris Paul,7,0.253,32.7,4,0.504,103,27.1,3.8,52.7,9.2,15.1
-1,Luc Mbah a Moute,2.5,0.109,26.5,1.7,0.25,103,13.1,4.6,5.3,1.5,5.4
-1,Luc Mbah a Moute,3.1,0.112,23.5,1.5,0.323,104,15.1,4.7,4.4,1.2,6.1
-1,Luc Mbah a Moute,2.6,0.017,22.9,1.2,0.373,107,16.5,3.1,6.1,-0.8,6.5
-1,Luc Mbah a Moute,1.4,0.049,15.7,0.7,0.333,109,11.2,3.4,5.1,0.2,3
-1,Luc Mbah a Moute,3.7,0.027,28.6,1.4,0.236,106,18.3,2.7,9.8,-0.9,9.5
-1,Luc Mbah a Moute,1.3,0.059,17,0.4,0.458,106,9.4,3.9,3.3,0.2,2.8
-1,DeAndre Jordan,2.9,0.122,25.6,1.2,0.46,105,11.7,6.4,3.2,2.6,4.3
-1,DeAndre Jordan,3.1,0.15,27.2,1.1,0.475,102,11.9,5.7,1.5,3.2,4.9
-1,DeAndre Jordan,3.8,0.148,24.5,1.2,0.489,101,15.9,5,2.2,3,6
-1,DeAndre Jordan,4.2,0.186,35,2,0.489,98,12.4,4.6,3.7,5.3,6.3
-1,DeAndre Jordan,4.6,0.217,34.4,2.3,0.368,98,13.6,4.4,3.2,7.4,6.5
-1,DeAndre Jordan,4.6,0.213,33.7,3.5,0.385,98,15.4,4,5.3,6,6.6
-1,Wesley Johnson,3.4,0.03,26.2,0.8,0.262,112,16.8,3.9,11,0.4,8.6
-1,Wesley Johnson,2.4,0.021,22.6,0.4,0.412,107,14.3,4,6.4,-0.4,6.1
-1,Wesley Johnson,3.2,0,19.1,0.5,0.37,110,21.4,3,5.9,-0.5,7.9
-1,Wesley Johnson,3.5,0.041,28.4,0.8,0.37,110,15.1,4.5,8.2,0.4,8.2
-1,Wesley Johnson,3.8,0.037,29.5,1.2,0.444,112,16.4,3.7,8.6,1,9.1
-1,Wesley Johnson,2.6,0.076,20.8,0.4,0.474,102,16,5.2,4.4,0,6.4
1,Blake Griffin,8.5,0.152,38,5.4,0.432,107,27.3,4.2,18.7,6.5,16.8
1,Blake Griffin,8.5,0.185,36.2,3.7,0.426,104,26.6,4.9,16.6,6.6,15.5
1,Blake Griffin,7.2,0.196,32.5,3.5,0.468,102,25.4,4.7,19.9,6.8,13.4
1,Blake Griffin,9,0.205,35.8,6,0.402,103,29,4.6,19.2,8.1,17
1,Blake Griffin,8.6,0.183,35.2,4.6,0.392,106,28.4,4.2,26.2,6.6,17.1
-1,Blake Griffin,8.6,0.156,33.4,4,0.484,103,29.8,4.1,27.2,2.2,17.2
-1,Branden Dawson,0.3,0.069,4.8,0.2,0.5,110,8.5,3.5,0,0,0.8
-1,Jamal Crawford,4.8,0.071,30.2,2.9,0.422,111,23.4,2.3,17.7,1.9,11.5
-1,Jamal Crawford,4.7,0.069,26.9,3.2,0.287,109,26.6,2.4,20.5,1.6,12.3
-1,Jamal Crawford,5.9,0.116,29.3,2.8,0.5,108,26,1.7,14.4,3.7,13.4
-1,Jamal Crawford,6.1,0.122,30.3,4,0.423,109,27.2,2.9,17.4,3.8,14.7
-1,Jamal Crawford,5.2,0.102,26.6,3.5,0.459,109,27.6,3.2,14.9,2.5,13.1
-1,Jamal Crawford,4.8,0.076,26.9,3.1,0.468,109,24.9,2.9,14,1.8,11.9
-1,Jeff Ayres,0.8,0.115,5.3,0.2,0.333,101,17.6,8,6.3,0.1,1.8
-1,Jeff Ayres,1.6,0.129,10,0.6,0.444,99,19.7,6.3,7.2,0.3,3.4
-1,Jeff Ayres,1.4,0.121,13,0.5,0.345,103,12.4,7.8,8.6,1,2.4
-1,Jeff Ayres,1.1,0.147,7.5,0.5,0.389,101,16.3,8,5.5,0.6,1.9
-1,Jeff Ayres,0.7,0.077,6.3,0.4,0,106,13.4,8.4,6.9,0.1,1.4
-1,Cole Aldrich,0.4,0.066,7.9,0.1,0.222,104,7.9,10.9,4,0,0.8
-1,Cole Aldrich,0.8,0.176,6.7,0.5,0.333,96,14.9,6.6,2.7,0.3,1.6
-1,Cole Aldrich,1,0.07,8.6,0.3,0.371,105,12.7,7.8,3.4,0.1,1.8
-1,Cole Aldrich,0.7,0.178,7.2,0.6,0.452,100,13,6.4,6.4,0.6,1.3
-1,Cole Aldrich,2.4,0.107,16,0.8,0.366,102,18.3,6.6,13.3,0.8,4.9
-1,Cole Aldrich,2.2,0.209,13.3,1,0.521,94,18.4,8.7,10,1.4,3.8
-1,Brian Roberts,2.7,0.078,17,0.9,0.471,113,21.6,4.4,28.2,2,6.6
-1,Brian Roberts,3.4,0.063,23.2,1.7,0.435,114,20,4.1,22.1,2,8.1
-1,Brian Roberts,2.4,0.064,18.5,0.9,0.421,107,18.6,2.9,20.3,0.6,6.3
-1,Brian Roberts,1.5,0.105,9.2,0.8,0.368,109,19.8,3.7,18.6,0.7,3.2
-1,Mason Plumlee,2.8,0.176,18.2,1.7,0.333,104,17.1,7,8.1,3,4.3
-1,Mason Plumlee,3.4,0.131,21.3,1.9,0.377,103,19.2,6.1,7,2.5,6
-1,Mason Plumlee,3.3,0.14,25.4,2.6,0.342,104,17.1,6.1,16.2,3.4,6.3
-1,Luis Montero,0.4,-0.238,3.5,0.3,0,114,25.7,1.2,3.5,-0.2,1.6
-1,C.J. McCollum,1.9,0.019,12.5,0.6,0.52,109,20.9,5.6,8.7,-0.2,4.7
-1,C.J. McCollum,2.6,0.089,15.7,0.8,0.465,105,20.5,4.2,10.3,0.7,5.9
-1,C.J. McCollum,8,0.104,34.8,2.3,0.408,110,27.1,3.4,21.6,4.4,17.9
-1,Damian Lillard,6.7,0.088,38.6,3.3,0.378,112,24.2,2.9,28.8,5.1,15.7
1,Damian Lillard,6.7,0.157,35.8,4.5,0.29,110,25,3.4,25.1,7.8,15.9
1,Damian Lillard,7.2,0.174,35.7,4.2,0.261,105,26.9,2.9,29,7.3,16.6
-1,Damian Lillard,8.2,0.165,35.7,5.5,0.315,110,31.3,3.1,33.6,7.7,19.7
-1,Meyers Leonard,2.2,0.097,17.5,1,0.422,110,13.9,7.3,4.3,1.8,4
-1,Meyers Leonard,1,0.086,8.9,0.4,0.522,105,14.2,10.8,7.3,0.2,2.3
-1,Meyers Leonard,2.3,0.158,15.4,0.5,0.528,102,15.8,6.8,5.8,1.6,4.5
-1,Meyers Leonard,3.2,0.078,21.9,0.6,0.548,109,17.4,6.9,10.6,1.2,7.1
-1,Chris Kaman,5.5,0.047,26.2,1.3,0.299,105,24.4,4.6,10,-0.2,11.8
-1,Chris Kaman,5.7,0.024,29.2,1.8,0.336,102,26.6,4.2,14,-1.2,12.7
-1,Chris Kaman,4.7,0.058,20.7,1,0.446,105,25.3,5.3,6.6,0,9.3
-1,Chris Kaman,4.5,0.036,18.9,1.3,0.429,107,26.7,6.1,14.1,-0.2,8.9
-1,Chris Kaman,3.8,0.112,18.9,1,0.395,101,22.5,5.1,7.8,1.1,7.4
-1,Chris Kaman,1.3,0.037,7,0.2,0.667,110,20.4,6.7,15.8,0,2.7
-1,Gerald Henderson,3.8,0.068,24.4,1.9,0.261,109,19.9,3.8,10.7,0.9,8.4
-1,Gerald Henderson,6,0.026,33.3,2.8,0.341,112,23,3.7,13.5,0.8,13.1
-1,Gerald Henderson,5.6,0.073,31.4,3.8,0.349,113,23.5,3.7,15.6,2.9,12.6
-1,Gerald Henderson,5.2,0.071,32,3.1,0.379,106,22.1,3.4,13.9,0.8,12.1
-1,Gerald Henderson,4.6,0.074,28.9,2.3,0.356,106,20.7,3,15.6,1.3,10.6
-1,Gerald Henderson,3.2,0.068,19.9,1.6,0.314,109,20.2,3,8.2,1,7.3
-1,Maurice Harkless,3.4,0.059,26,1,0.284,107,15.9,3.8,3.9,0.7,7.4
-1,Maurice Harkless,2.8,0.068,24.4,1.1,0.296,106,14.8,3.7,6.4,0.6,6
-1,Maurice Harkless,1.4,0.021,15,0.5,0.368,107,13.7,5,5.4,-0.3,3.5
-1,Maurice Harkless,2.5,0.096,18.7,0.9,0.292,108,15.6,4.3,6.9,1.6,5.3
-1,Ed Davis,3.3,0.119,24.6,1.1,0.521,110,13.3,5.9,3.8,2.9,5.7
-1,Ed Davis,2.6,0.121,23.2,1.1,0.429,101,13.8,5.5,6.5,1.6,5.1
-1,Ed Davis,3.2,0.159,20.1,1.3,0.45,102,17.6,6.3,6.7,2.9,6
-1,Ed Davis,2.5,0.129,15.2,0.7,0.342,103,17.8,6.4,4.5,1.2,4.6
-1,Ed Davis,3.6,0.164,23.3,1.2,0.388,107,14.8,5.6,8.3,4.6,5.9
-1,Ed Davis,2.5,0.192,20.8,1.4,0.469,104,12.7,6,7.7,4.4,4.2
-1,Allen Crabbe,0.8,0.037,6.7,0.2,0.333,110,16.5,5.1,8.7,0,2.2
-1,Allen Crabbe,1.2,0.088,13.4,0.2,0.5,105,11.5,5.5,8.1,0.5,3
-1,Allen Crabbe,3.8,0.098,26,1.2,0.362,110,16.4,4.6,7.2,3.1,8.4
-1,Pat Connaughton,0.4,-0.076,4.2,0.1,0.167,111,18.7,2.1,9.9,-0.3,1.4
-1,Al-Farouq Aminu,2,0.022,17.9,1.1,0.423,108,17.3,4.3,6.4,-0.8,5
-1,Al-Farouq Aminu,2.3,0.044,22.4,1.3,0.32,103,16.2,5,7.2,-0.4,5.5
-1,Al-Farouq Aminu,3,0.073,27.2,1.3,0.368,105,14.6,4,7.8,0.7,6.2
-1,Al-Farouq Aminu,2.9,0.072,25.6,1.1,0.317,108,14.3,3.7,8.4,1.3,6.2
-1,Al-Farouq Aminu,2,0.115,18.5,1.1,0.24,102,15.2,5.1,6.1,1.2,4.8
-1,Al-Farouq Aminu,3.6,0.082,28.5,1.4,0.299,107,16.9,3.7,8.8,1.7,8.8
-1,Cliff Alexander,0.6,0.052,4.5,0,0,107,13.3,1.4,0,0,1.3
-1,Charlie Villanueva,4.1,0.091,21.9,1.2,0.426,111,23.1,5.7,5,2.1,9.3
-1,Charlie Villanueva,2.7,0.096,13.8,0.5,0,101,26,7.5,6.4,0.1,7
-1,Charlie Villanueva,2.5,0.069,15.8,0.4,0.333,106,21.9,4.6,8.4,0.4,6.7
-1,Charlie Villanueva,1.8,0.034,9,0.4,0.5,110,25,4.5,5.5,0,4.6
-1,Charlie Villanueva,2.3,0.096,10.6,0.3,0.435,105,26.7,4.8,4.7,0.6,5.7
-1,Charlie Villanueva,2,0.016,10.7,0.4,0.424,105,25.3,5.4,6.2,-0.6,5.3
-1,Dwight Powell,1.1,0.122,8.1,0.9,0,105,17.5,8.5,5.5,0.3,2.3
-1,Dwight Powell,2.1,0.151,14.4,1.5,0.25,104,18.4,6.1,7.2,1.8,4.3
-1,Chandler Parsons,3.9,0.09,28.6,0.7,0.329,105,16.7,4.1,11.7,1.6,8.7
-1,Chandler Parsons,6,0.121,36.3,1.5,0.352,108,18.3,2.7,15.6,4.9,12.4
-1,Chandler Parsons,6.3,0.131,37.6,2.2,0.42,108,19.3,3,17.3,5.1,13.3
-1,Chandler Parsons,5.8,0.121,33.1,2.1,0.379,108,20.6,3.2,11.4,3.8,12.6
-1,Chandler Parsons,5.2,0.114,29.5,1.5,0.322,108,20.5,3.2,16,2.6,10.7
-1,Zaza Pachulia,1.4,0.118,15.7,1.7,0.235,105,14.5,7.9,7,1.5,2.9
-1,Zaza Pachulia,2.9,0.147,28.3,2,0.328,99,14,5.6,7.4,2.3,5.8
-1,Zaza Pachulia,2.2,0.116,21.8,1.5,0.279,104,14.6,5.8,10.3,1.2,4.6
-1,Zaza Pachulia,2.8,0.06,25,2.1,0.29,111,17,4.9,16.3,1,6.6
-1,Zaza Pachulia,3.3,0.116,23.7,1.7,0.257,100,19.1,5,16.2,1.3,7.2
-1,Zaza Pachulia,2.9,0.145,26.4,2.8,0.383,104,16.2,4.6,9.7,3.4,6.2
1,Dirk Nowitzki,9.6,0.171,37.7,6,0.477,108,30.3,3,12.1,7.5,20
1,Dirk Nowitzki,8.9,0.194,37.5,6.6,0.407,105,28.8,3.6,13,8.4,18.5
-1,Dirk Nowitzki,8.4,0.213,34.3,5.4,0.38,105,28.2,3.6,14.2,7.8,16.2
1,Dirk Nowitzki,7.6,0.175,33.5,5.1,0.578,103,29.2,3.3,12.6,5,16.7
1,Dirk Nowitzki,6.5,0.145,31.3,3.1,0.365,106,24.2,2.9,13.5,3.3,13.7
-1,Dirk Nowitzki,7.9,0.199,32.9,4.2,0.329,108,26.9,3.2,14.2,8.6,15.9
-1,Salah Mejri,1.4,0.156,11.7,0.8,0.125,101,14,6.9,3.9,0.6,2.3
-1,JaVale McGee,4.2,0.115,27.8,1.7,0.426,106,16.3,5.4,2.8,2.7,7.6
-1,JaVale McGee,5,0.127,25.2,1.3,0.37,101,20.7,5.6,3.5,1.9,9
-1,JaVale McGee,3.8,0.163,18.1,1.4,0.352,102,21.1,6.5,2.7,2.7,6.7
-1,JaVale McGee,3.4,-0.039,15.8,0.2,0.182,108,25,9.9,4.4,-0.1,7.6
-1,JaVale McGee,1.8,0.071,11.1,1,0.429,106,18.9,5.9,2,0.1,3.4
-1,JaVale McGee,2.3,0.146,10.9,0.5,0.25,103,21.1,6.7,1.5,0.6,3.9
-1,Wesley Matthews,5.4,0.126,33.6,3.2,0.386,109,21.3,3.9,10.2,5,11.9
-1,Wesley Matthews,4.8,0.104,33.8,2.2,0.429,108,18.7,3.5,8.3,3.4,11.6
-1,Wesley Matthews,5.1,0.093,34.8,2.2,0.361,111,19.1,3.8,11.8,3.6,11.7
-1,Wesley Matthews,5.4,0.142,33.9,3.1,0.393,110,19.6,3.2,10.9,6.3,12.3
-1,Wesley Matthews,5.6,0.147,33.7,1.8,0.57,105,19.8,3.3,10.8,4,12.5
-1,Wesley Matthews,4.2,0.067,33.9,1.6,0.342,109,17.2,3.4,8.9,1.9,10.9
-1,David Lee,6.8,0.11,36.1,2.9,0.342,110,21.2,4.1,14,4.1,13.4
-1,David Lee,8.1,0.113,37.2,3.8,0.366,109,26,4.4,13.6,3.8,16.2
1,David Lee,7.6,0.15,36.8,3.2,0.412,104,23.2,4.3,16.5,5.4,14.7
-1,David Lee,7.4,0.16,33.2,3.3,0.408,103,24.3,4.5,10.9,4.1,14.2
-1,David Lee,3.3,0.168,18.4,1.4,0.314,100,19.6,4.5,13.7,1.6,6.4
-1,David Lee,3.2,0.161,16.4,1.3,0.383,103,21.5,6.3,15.5,1.7,6.1
-1,Devin Harris,4.8,0.089,31.7,4.7,0.396,112,24.6,3.8,38.2,3.2,11.5
-1,Devin Harris,3.8,0.115,27.6,2.5,0.377,109,19.5,4.1,28.3,3.3,8.6
-1,Devin Harris,3.3,0.111,24.5,1.9,0.472,106,19.5,3.8,21.7,1.8,7.6
-1,Devin Harris,2.4,0.094,20.5,2.3,0.268,111,20.2,4.5,31,1.2,6.4
-1,Devin Harris,2.9,0.12,22.2,1.7,0.389,108,18,4.4,20.4,2.9,6.9
-1,Devin Harris,2.6,0.095,20,1.6,0.333,107,17.9,4.9,14.5,1.2,5.8
-1,Raymond Felton,5.7,0.094,36.5,2.6,0.377,111,21.6,2.8,35.8,3.6,13.4
-1,Raymond Felton,4.4,0.042,31.8,1.7,0.441,109,20.8,3.4,33.3,0.7,10.7
-1,Raymond Felton,5.5,0.087,34,1.5,0.382,108,22.1,3,27,2.5,13
-1,Raymond Felton,3.7,0.053,31,1.4,0.3,111,18.2,4.1,28.1,1.1,9.4
-1,Raymond Felton,1.5,0.039,9.7,0.4,0.333,108,20.7,3.1,21.9,0,3.7
-1,Raymond Felton,3.5,0.059,27.4,1.9,0.4,108,18.4,3.3,20.3,1,8.5
-1,Jeremy Evans,1.6,0.167,9.4,0.5,0.5,109,14.9,5.7,8.5,1.2,2.3
-1,Jeremy Evans,0.9,0.193,7.5,0.3,0.167,101,11.2,5.6,9.1,0.6,1.4
-1,Jeremy Evans,0.7,0.208,5.8,0.6,0.375,104,14.1,7.4,8,0.7,1.2
-1,Jeremy Evans,2.7,0.112,18.3,0.8,0.434,109,15.3,6,6.1,1.9,5
-1,Jeremy Evans,0.8,0.241,7,0.6,0.333,101,13.1,5.8,7.9,0.9,1.5
-1,Jeremy Evans,0.9,0.119,8.4,0.5,0.333,105,11.7,3.9,1.2,0.3,1.6
-1,J.J. Barea,3.5,0.093,20.6,1.6,0.344,109,23.9,4.3,31.2,1.9,8
-1,J.J. Barea,4.1,0.056,25.2,1.9,0.28,110,24.3,3,39,0.8,10.2
-1,J.J. Barea,4.3,0.053,23.1,1.4,0.339,109,25.1,4,30.6,0.8,10.2
-1,J.J. Barea,3.2,0.024,18.6,1,0.306,110,23.9,4.3,32.7,-0.1,8.3
-1,J.J. Barea,2.9,0.096,17.7,1,0.415,110,21.2,3.9,29.5,2.1,7
-1,J.J. Barea,4.3,0.082,22.5,1,0.405,111,23.8,3.4,31.5,2.1,9.6
-1,Justin Anderson,1.3,0.083,11.8,0.8,0.235,104,15.8,3.5,6.8,0.3,3.2
-1,Elliot Williams,1.5,0.105,6.2,0.3,0.5,107,26.7,6.4,8,0.2,3.1
-1,Elliot Williams,2.1,0.014,17.3,1.3,0.214,113,16.7,5.3,9.4,0,5
-1,Elliot Williams,1.1,0.039,9.2,0.1,0,110,16.4,5.3,15.5,0,2.8
-1,Elliot Williams,0.4,-0.046,9,0.6,0,115,12.7,2.3,12.4,0,2
-1,Briante Weber,2,0.004,24.1,0.4,0.2,107,13.2,3.7,18.6,-0.2,5.6
-1,Beno Udrih,5.2,0.126,34.6,2.5,0.465,111,16.9,3.3,22.1,5.6,10.4
-1,Beno Udrih,2.5,0.061,18.3,0.7,0.469,109,17.7,3.3,32.2,0.8,5.6
-1,Beno Udrih,3.2,0.071,22.1,1.3,0.465,111,19.3,3.2,32.3,1.5,7.2
-1,Beno Udrih,1.9,0.061,15.7,0.6,0.412,111,17.2,4.1,28,0.5,4.3
-1,Beno Udrih,3.1,0.115,18.9,1.1,0.262,105,19.6,3.1,24,2,6.4
-1,Beno Udrih,2,0.029,16.1,0.4,0.4,109,16.7,3.7,24.9,-0.1,4.5
-1,Jarnell Stokes,1.1,0.186,6.6,0.8,0.333,100,20.5,10.4,5.2,0.3,1.9
-1,Jarnell Stokes,0.4,0.209,2.6,0.1,1,103,14.9,2.9,9.6,0.1,0.7
-1,Alex Stepheson,1.1,0.068,9.1,0.5,0.125,107,19.8,8.4,4.3,0,3.4
-1,Lance Stephenson,1.1,-0.093,9.6,0.9,0.333,106,23.5,6.2,28.3,-0.4,3.3
-1,Lance Stephenson,1.1,-0.031,10.5,0.2,0.316,104,17.3,3.6,16.5,-0.8,3
-1,Lance Stephenson,3.5,0.115,29.2,1,0.321,101,15.2,3.8,16.2,1.8,7.7
-1,Lance Stephenson,5.5,0.13,35.3,1.8,0.432,101,19.4,3.7,22.1,2.6,11.2
-1,Lance Stephenson,3.4,-0.026,25.8,1.1,0.329,105,21.1,4.4,25.4,-2.7,9
-1,Lance Stephenson,3.3,0.076,19.9,1.3,0.315,107,20.2,5,16.2,0.9,6.9
-1,Russ Smith,0.7,-0.094,5.4,1,0.75,106,30.1,10.5,19.4,-0.2,2.1
-1,Russ Smith,0.5,-0.041,4.4,0.5,0,104,23.6,3.9,25.4,-0.1,1.5
-1,Zach Randolph,8,0.185,36.3,4,0.458,105,25,3.4,10.2,6.8,15.8
-1,Zach Randolph,4.7,0.135,26.3,2.1,0.427,101,22.4,4.1,11.2,1,10.2
1,Zach Randolph,6.2,0.145,34.3,3,0.425,99,23.1,3.7,7.3,3.2,13.5
-1,Zach Randolph,7.1,0.113,34.2,3.2,0.432,105,26.1,4.1,12.7,2.9,15.2
-1,Zach Randolph,6.4,0.149,32.5,3.2,0.398,101,24.3,4,11.4,3.4,13.1
-1,Zach Randolph,6.3,0.103,29.6,2.5,0.423,109,24.6,3.7,12.9,2.8,13.3
-1,Xavier Munford,2.3,0.017,17.4,0.5,0.429,107,18,5.3,14.3,-0.2,5.5
-1,Ray McCallum,2.5,0.02,19.9,0.7,0.304,112,17.6,3.9,21,0,6.7
-1,Ray McCallum,3,0.045,21.1,0.8,0.386,111,18.2,3.2,21.3,0.8,6.9
-1,Ray McCallum,1.3,0.034,11.6,0.3,0.154,106,16.8,3.1,18.5,-0.2,3.6
-1,Jarell Martin,2,0.1,14.1,1.7,0.35,110,19.2,7.9,6.4,0.5,4.3
-1,Courtney Lee,3.1,0.076,21.3,1.2,0.338,110,17.9,3,8.9,1.6,7.1
-1,Courtney Lee,4.3,0.087,30.3,1.2,0.343,107,17.6,3.2,7.9,1.8,10
-1,Courtney Lee,3.2,0.082,24.9,0.8,0.327,104,15.7,3.7,11.7,0.9,6.8
-1,Courtney Lee,3.7,0.114,25,1.3,0.409,107,17,3.4,9.3,2.8,7.8
-1,Courtney Lee,3.7,0.099,30.6,1.4,0.273,106,15.2,2.9,9.8,2.5,8.4
-1,Courtney Lee,3.7,0.08,29.5,1.3,0.466,109,14.7,2.9,9.1,2.1,8.1
-1,Ryan Hollins,1.9,0.072,16.9,1.6,0.25,113,13.7,8.7,3.6,1.3,3.1
-1,Ryan Hollins,1.2,0.023,13.4,1,0.286,108,13.4,7.9,2.7,-0.1,2.2
-1,Ryan Hollins,1.2,0.125,11.1,1.1,0.571,105,13.6,10.6,2.4,1,1.9
-1,Ryan Hollins,0.9,0.126,7.9,0.6,0.455,105,11.5,9,2.4,0.7,1.2
-1,Ryan Hollins,1.2,0.104,9.6,0.7,0.45,109,13.1,7.4,5,0.7,1.8
-1,Ryan Hollins,1.3,0.1,12.4,0.7,0.458,109,11.8,6.9,3.3,0.6,2.1
-1,P.J. Hairston,1.9,0.022,15.3,0.7,0.389,104,20.4,4.6,5.1,-0.5,6
-1,P.J. Hairston,2.2,0.021,19.9,0.8,0.286,108,16.4,5.3,4.4,-0.6,6.2
-1,Jeff Green,4.9,0.095,32.4,2.6,0.359,108,19.5,4.5,7.2,2.4,10.9
-1,Jeff Green,4.6,0.099,27.8,2.6,0.258,104,22.2,4.1,9.6,1.9,10
-1,Jeff Green,5.9,0.057,34.2,3.5,0.376,109,23.6,3.3,8.4,1.3,14.3
-1,Jeff Green,5.3,0.101,31.5,3.1,0.429,106,21.9,3.1,8.8,2.7,12.4
-1,Jeff Green,4.4,0.065,28.2,2.1,0.344,109,20.2,3.7,10,1.3,10.3
-1,JaMychal Green,1.1,0.119,6.8,0.3,1,101,18.3,7.9,4,0.1,2
-1,JaMychal Green,2.9,0.086,18.5,1.3,0.353,107,19.8,6.7,7.7,1.2,6.3
-1,Marc Gasol,4.5,0.146,31.9,2.7,0.433,103,16.9,5.4,11.6,4,8.5
1,Marc Gasol,5.5,0.166,36.5,3.6,0.47,99,19.1,4.5,14.1,4.2,11.4
-1,Marc Gasol,5.4,0.197,35,3.4,0.437,98,19.2,5,19.1,6.1,10.9
-1,Marc Gasol,5.7,0.137,33.4,3.1,0.432,102,21.7,4.1,17.7,2.6,12.1
1,Marc Gasol,6.5,0.182,33.2,4.3,0.469,100,24.6,4,19.7,5.5,13.2
-1,Marc Gasol,6.3,0.098,34.4,3.9,0.448,106,23.4,4.1,18.9,1.8,13.6
-1,Jordan Farmar,3.5,0.05,24.6,1.1,0.263,111,21.6,3.8,34.9,0.8,8.9
-1,Jordan Farmar,3.8,0.104,21.3,1.5,0.464,113,22.6,3.1,29,1.8,8.1
-1,Jordan Farmar,3.7,0.039,22.2,1.1,0.303,112,23.2,3.5,34.6,0.4,8.9
-1,Jordan Farmar,1.7,0.053,14.7,0.3,0.2,108,16.6,5,18,0.2,4.4
-1,Jordan Farmar,3.5,0.064,24.3,0.8,0.3,109,18.9,3.9,20.6,0.2,8.3
-1,Mike Conley,5.2,0.111,35.5,2.2,0.346,107,19.4,3.3,28,3.4,11.8
-1,Mike Conley,4.8,0.141,35.1,2.2,0.307,102,18.3,3.2,29.8,3.6,11
-1,Mike Conley,5.2,0.172,34.5,2.9,0.336,100,21,3.4,29.5,5.1,11.8
-1,Mike Conley,6.3,0.161,33.5,3.1,0.379,106,24.6,3.1,30.1,5.5,14.1
-1,Mike Conley,5.6,0.147,31.8,3.1,0.43,104,23.7,3.3,28,4.2,12.6
-1,Mike Conley,5.3,0.144,31.4,3.4,0.402,110,22.4,2.9,32.7,4.2,12.4
-1,Mario Chalmers,2.2,0.089,22.6,0.8,0.5,104,15,5.3,16.8,0.7,5.5
-1,Mario Chalmers,3.5,0.112,28.5,1.3,0.458,101,17.4,4.8,19,1.5,7.8
-1,Mario Chalmers,2.9,0.12,26.9,1.2,0.328,104,16.1,5,19.4,2.6,6.9
-1,Mario Chalmers,3.5,0.106,29.8,1.7,0.382,106,17.4,5.1,24.3,2.4,7.7
-1,Mario Chalmers,3.3,0.056,29.6,2.6,0.418,107,18.9,5.6,21,0.8,8.3
-1,Mario Chalmers,3,0.132,22.5,3.6,0.411,106,21.9,6.8,26.6,2.3,7.3
-1,Vince Carter,7.4,0.123,36.8,4.2,0.433,112,26.8,4.2,23.7,5.7,16.8
-1,Vince Carter,5.8,0.154,30.8,3.4,0.316,105,25.2,4.3,17.8,4.4,13.5
-1,Vince Carter,5.3,0.089,28.1,1.8,0.43,108,23.5,4.8,12.1,2,12.2
-1,Vince Carter,3.7,0.09,25.3,1.6,0.41,103,20.4,4.6,15,1,8.9
-1,Vince Carter,4.6,0.137,25.8,2.2,0.333,106,23.1,5.5,15,3.9,10.6
-1,Vince Carter,4.1,0.105,24.4,2,0.313,110,23.1,5.4,16.5,3,10
-1,Matt Barnes,2.5,0.142,19.2,1.1,0.381,103,16.6,6.6,10.5,1.4,5.3
-1,Matt Barnes,2.8,0.142,22.9,1.5,0.355,103,16.4,5.6,13.8,2.4,6.1
-1,Matt Barnes,3.9,0.146,25.7,1.1,0.434,103,18.1,6,9.2,3.5,8.4
