allstar,name,fg_per_g,ws_per_48,mp_per_g,ft_per_g,fg_pct_03_10,def_rtg,usg_pct,pf_per_poss,ast_pct,ows,fga_per_g
-1,Taj Gibson,3.2,0.167,20.4,1.3,0.369,96,18.6,5.5,5.9,1.8,6.4
-1,Taj Gibson,3.3,0.109,22.4,1.4,0.373,101,18.1,6.1,7.1,1,6.8
-1,Taj Gibson,5.2,0.117,28.7,2.6,0.356,100,23,4.7,7.3,1.4,10.9
-1,Taj Gibson,4.1,0.137,27.3,2.1,0.347,104,17.6,5,6.9,2.7,8.2
-1,Taj Gibson,3.6,0.133,26.5,1.4,0.447,106,14.6,4.7,8.3,3.2,6.8
1,Pau Gasol,7.2,0.232,37,4.3,0.429,103,21.8,3.5,15.1,10,13.7
-1,Pau Gasol,7.1,0.165,37.4,3.1,0.442,103,22.1,2.8,17.2,5.2,14.1
-1,Pau Gasol,5.5,0.107,33.8,2.6,0.386,106,20.5,2.9,19.9,2,11.8
-1,Pau Gasol,7.1,0.076,31.4,3.1,0.437,108,26.4,3.2,18.7,1.3,14.8
1,Pau Gasol,7.3,0.187,34.4,3.8,0.438,101,24.7,2.8,14.4,6,14.8
1,Pau Gasol,6.5,0.149,31.8,3.2,0.435,101,24.6,3.2,21.7,3.2,13.8
-1,Cristiano Felicio,1.3,0.175,10.4,0.8,0.571,104,13.7,4.8,12.1,0.7,2.3
-1,Mike Dunleavy,3.9,0.129,27.6,1.6,0.543,107,16.9,3.2,10.1,2.6,8.5
-1,Mike Dunleavy,4.3,0.146,26.3,2.1,0.394,108,19,3.1,13,3.5,9.2
-1,Mike Dunleavy,3.7,0.109,25.9,1.4,0.361,107,17.3,3.5,11.5,2.7,8.3
-1,Mike Dunleavy,4.1,0.121,31.5,1.7,0.36,102,17,3.4,12.3,2.4,9.4
-1,Mike Dunleavy,3.3,0.108,29.2,1.1,0.323,106,14.2,3.5,9.7,2.4,7.6
-1,Mike Dunleavy,2.5,0.063,22.7,0.9,0.1,109,14.4,4.7,8.1,0.4,6.1
-1,Jimmy Butler,0.8,0.144,8.5,1,0.375,100,14.9,3,5.7,0.5,1.9
-1,Jimmy Butler,2.9,0.158,26,2.3,0.224,104,14.6,2.4,8.6,4.4,6.2
-1,Jimmy Butler,4.1,0.131,38.7,3.9,0.204,100,16.8,2.2,11.1,2.4,10.3
1,Jimmy Butler,6.5,0.214,38.7,5.9,0.345,104,21.6,2.2,14.4,8.2,14
1,Jimmy Butler,7,0.177,36.9,5.9,0.363,106,24.4,2.5,21.4,6.5,15.4
-1,Aaron Brooks,3.7,0.04,21.8,2.1,0.291,113,25.9,4.6,28.9,0.7,9.9
-1,Aaron Brooks,2.7,0.041,18.8,0.8,0.4,114,18.1,4.8,18,0.8,6
-1,Aaron Brooks,3.2,0.067,21.6,1.2,0.352,110,20.5,4.6,23.3,1.3,8.1
-1,Aaron Brooks,4.2,0.083,23,1.8,0.389,107,25,5.2,24.2,1.7,10
-1,Aaron Brooks,2.7,0.04,16.1,0.7,0.425,109,22.9,6,26,0.2,6.8
-1,Cameron Bairstow,0.2,-0.048,3.6,0.2,0,108,13.5,6.5,2.2,-0.1,0.8
-1,Cameron Bairstow,0.7,-0.004,5.7,0.4,0.3,104,20.3,9.2,8.7,-0.1,2.2
-1,Garrett Temple,0.8,-0.085,9.6,0.3,0.2,104,20.1,5.6,21.9,-0.7,2.8
-1,Garrett Temple,2.1,0.049,22.7,0.5,0.471,104,13.2,4.2,15.5,-0.3,5.1
-1,Garrett Temple,0.7,0.025,8.5,0.4,0.364,104,14.3,5.8,15.8,-0.5,1.9
-1,Garrett Temple,1.3,0.1,14.1,0.7,0,102,13.9,5.3,11,0.4,3.3
-1,Garrett Temple,2.5,0.066,24.4,1.1,0.306,108,14,4.9,10,1,6.3
-1,Ramon Sessions,4.5,0.099,26.3,4.3,0.352,114,24.2,2.2,35,3.8,9.6
-1,Ramon Sessions,3.8,0.104,26.7,3,0.315,109,21.6,3.1,35.5,2.9,8.8
-1,Ramon Sessions,4.5,0.084,27.1,4.8,0.338,114,25.7,2.9,25.5,2.9,11.1
-1,Ramon Sessions,4,0.094,26.7,3.9,0.327,111,22.7,2.1,25.7,3.1,9.3
-1,Ramon Sessions,2,0.044,18.6,2.1,0.323,109,18.7,3.1,23,0.4,5.2
-1,Ramon Sessions,3.4,0.109,20.3,2.6,0.375,109,21.8,3,22,2.5,7.2
-1,Otto Porter,0.9,-0.006,8.6,0.2,0.364,107,15.6,4.2,4.6,-0.4,2.5
-1,Otto Porter,2.4,0.092,19.4,0.8,0.333,104,15.1,3.5,6.8,1,5.3
-1,Otto Porter,4.5,0.119,30.3,1.3,0.364,105,16.2,3.5,7.9,3,9.6
-1,Kelly Oubre Jr.,1.4,0.031,10.7,0.5,0.333,106,17.4,7.3,2.8,-0.3,3.3
-1,Gary Neal,3.6,0.099,21.1,1.1,0.441,109,20.6,4.6,9.1,2.1,7.9
-1,Gary Neal,3.8,0.101,21.5,0.9,0.446,107,21.7,3.2,15.1,1.6,8.7
-1,Gary Neal,3.6,0.06,21.8,0.9,0.455,106,21.7,3.2,13.5,0.4,8.8
-1,Gary Neal,3.7,0.041,21.4,1.8,0.419,113,23.8,3,13,0.6,9.1
-1,Gary Neal,3.5,0.023,22.1,2.2,0.328,109,23.8,3.8,14.5,-0.2,9.3
-1,Gary Neal,3.8,0.085,20.2,1.2,0.538,109,20.5,3.3,9.2,0.9,8.1
-1,Nene,5.4,0.201,30.5,3.8,0.441,104,18.8,5.2,10.4,6.4,8.7
-1,Nene,5.4,0.117,28.5,2.9,0.313,103,22.6,4.4,12,1.3,10.1
-1,Nene,4.7,0.116,27.2,3.2,0.357,101,23.4,5.4,19,1.3,9.7
-1,Nene,5.6,0.098,29.4,2.9,0.336,103,24,5.4,16.3,0.8,11.2
-1,Nene,4.6,0.086,25.3,1.8,0.337,102,21.8,5.4,12,0.5,9
-1,Nene,3.7,0.12,19.2,1.9,0.449,103,21.6,7,14.1,1.1,6.7
-1,Marcin Gortat,4.2,0.152,25.4,1.8,0.4,105,17.1,4.7,5.5,3.7,7.5
-1,Marcin Gortat,6.5,0.172,32,2.5,0.435,103,20.8,3.5,4.8,4.9,11.7
-1,Marcin Gortat,4.8,0.086,30.8,1.5,0.369,105,17.2,3.5,6.5,1.3,9.3
-1,Marcin Gortat,5.6,0.146,32.8,1.9,0.405,103,18.2,3.9,8.4,4.1,10.4
-1,Marcin Gortat,5.4,0.168,29.9,1.5,0.414,100,17.6,4,6.5,4.4,9.5
-1,Marcin Gortat,5.8,0.156,30.1,1.9,0.49,104,18.9,4.2,7.5,4.2,10.2
-1,Drew Gooden,4.5,0.101,24.6,2.3,0.283,101,24.6,6.1,10.3,0.3,10.3
-1,Drew Gooden,5.1,0.116,26.2,3.1,0.316,104,25.7,3.9,16.5,2,11.7
-1,Drew Gooden,1.3,-0.034,9.4,0.7,0.125,105,22.2,7.1,6.1,-0.3,3.8
-1,Drew Gooden,3.5,0.173,18,1.1,0.375,104,19.7,6.9,6.3,0.9,6.5
-1,Drew Gooden,2.2,0.094,16.9,0.7,0.231,103,17,5.4,8.6,0.5,5.4
-1,Drew Gooden,1.1,-0.005,10.2,0.3,0.333,104,17.5,6.4,6,-0.4,3.4
-1,Jarell Eddie,0.8,0.046,5.7,0.3,0.2,107,20.7,1.7,5,0,2.5
-1,Jared Dudley,3.7,0.126,26.1,2,0.333,111,16.9,3.3,7.6,4.2,7.7
-1,Jared Dudley,4.8,0.121,31.1,1.8,0.407,109,17.7,2.7,8.8,4,9.9
-1,Jared Dudley,4,0.106,27.5,1.6,0.417,111,17.2,3,14.9,3.9,8.5
-1,Jared Dudley,2.6,0.068,23.4,0.5,0.379,109,13.5,4.2,8.6,1.2,6
-1,Jared Dudley,2.8,0.116,23.8,0.7,0.238,104,13.5,3.4,11.5,2,5.9
-1,Jared Dudley,2.9,0.105,25.9,0.9,0.385,107,12.7,4.4,11.4,2.6,6
-1,DeJuan Blair,3.6,0.132,21.4,1.1,0.374,100,20.1,6.4,7.1,1.5,7.2
-1,DeJuan Blair,4.2,0.142,21.3,1.1,0.418,102,21.7,6.4,9.2,2.2,7.9
-1,DeJuan Blair,2.3,0.126,14,0.7,0.429,99,19,6.7,8.3,0.7,4.4
-1,DeJuan Blair,2.7,0.133,15.6,1,0.474,105,19.6,8.1,8.9,1.8,5
-1,DeJuan Blair,0.9,0.033,6.2,0.1,0.481,100,18.3,11.7,2.6,-0.2,2
-1,DeJuan Blair,1,-0.015,7.5,0.2,0.294,105,17.8,11.9,7.3,-0.3,2.3
-1,Bradley Beal,5,0.082,31.2,2.2,0.344,105,22.2,3.4,13.7,1,12.3
-1,Bradley Beal,6.6,0.076,34.7,2,0.387,107,24.3,3.1,16,1.6,15.7
-1,Bradley Beal,5.8,0.085,33.4,2.1,0.292,105,22.5,3.3,15,1.3,13.5
-1,Bradley Beal,6.5,0.076,31.1,2.5,0.451,108,25.3,3.3,15.6,1.4,14.5
-1,Alan Anderson,3.2,0.032,27.1,1.7,0.267,110,18.6,4.1,9.5,0.1,8.4
-1,Alan Anderson,3.6,0.052,23,1.9,0.372,110,23.6,4.7,11.7,0.8,9.5
-1,Alan Anderson,2.5,0.047,22.7,1.2,0.238,111,15.9,4.4,7.3,0.8,6.2
-1,Alan Anderson,2.6,0.075,23.6,1.1,0.449,109,14.2,4.4,7.2,1.7,5.9
-1,Alan Anderson,1.6,0.078,14.8,0.8,0.2,108,15.4,6.3,10.3,0.2,4.5
-1,Nikola Vucevic,2.6,0.109,15.9,0.4,0.354,97,19.6,7.3,6.2,0.2,5.7
-1,Nikola Vucevic,6,0.106,33.2,1.1,0.451,105,19.3,4.4,9.3,2.8,11.5
-1,Nikola Vucevic,6.2,0.116,31.8,1.8,0.435,103,21.8,4.8,10.2,1.8,12.2
-1,Nikola Vucevic,8.5,0.133,34.2,2.2,0.448,106,26,4.4,11,4.5,16.3
-1,Nikola Vucevic,8.2,0.122,31.3,1.7,0.5,105,26.8,4.2,15.9,2.8,16.1
-1,Jason Smith,1.8,0.07,14.3,0.8,0.333,105,16.9,7.4,5.3,0.2,4
-1,Jason Smith,4.5,0.11,23.7,0.8,0.432,105,20.4,5.9,6.8,1.2,8.7
-1,Jason Smith,3.3,0.095,17.2,1.7,0.353,109,23.4,7.6,7,1.1,6.7
-1,Jason Smith,4.2,0.054,26.8,1.3,0.385,111,18.2,6.3,5.6,0.5,9.1
-1,Jason Smith,3.1,0.032,21.8,1.5,0.359,111,19.7,6,13.5,0.5,7.2
-1,Jason Smith,3.2,0.072,15.5,0.7,0.379,105,22.1,6.9,8.6,0.4,6.6
-1,Elfrid Payton,3.7,0.044,30.4,1.4,0.376,107,18.3,4,32.6,0,8.6
-1,Elfrid Payton,4.4,0.05,29.4,1.5,0.381,108,20.4,3.7,32.8,0.5,10
-1,Victor Oladipo,4.9,0.026,31.1,3.1,0.244,106,24.4,4.3,21.9,-1.4,11.7
-1,Victor Oladipo,6.6,0.065,35.7,3.6,0.263,108,25.2,3.7,19.3,1.5,15.1
-1,Victor Oladipo,5.9,0.099,33,2.8,0.313,106,22.9,3.7,18.6,2.2,13.5
-1,Andrew Nicholson,3.4,0.065,16.7,1,0.497,109,22.1,5.5,6.1,0.9,6.5
-1,Andrew Nicholson,2.4,0.025,15.4,0.6,0.386,108,19.3,6.5,3.5,-0.4,5.5
-1,Andrew Nicholson,2.1,0.007,12.3,0.4,0.357,109,20.8,5.3,7.3,-0.2,4.8
-1,Andrew Nicholson,2.6,0.092,14.7,0.9,0.484,107,20.4,4.2,4.8,0.8,5.5
-1,Shabazz Napier,1.7,0.024,19.8,0.9,0.143,108,15.5,4,19.9,-0.3,4.5
-1,Shabazz Napier,1.2,0.004,10.9,0.6,0.357,109,19.7,3.2,23.1,-0.3,3.7
-1,Devyn Marble,0.9,-0.031,13,0.3,0.667,107,13.1,3.4,11.5,-0.3,2.8
-1,Devyn Marble,0.8,-0.026,8.9,0.4,0.4,106,15.7,5,6.6,-0.4,2.5
-1,Brandon Jennings,5.7,0.086,34.4,3.2,0.355,103,25.5,3.2,25.9,0.6,14.7
-1,Brandon Jennings,7.1,0.114,35.3,2.9,0.396,107,25.9,2.5,26.7,3.8,17
-1,Brandon Jennings,6.2,0.096,36.2,2.9,0.285,108,23.7,2.7,29.1,3.6,15.6
-1,Brandon Jennings,5.3,0.068,34.1,3,0.265,113,23.4,2.9,34.4,3,14.2
-1,Brandon Jennings,5.3,0.136,28.6,2.9,0.313,109,26.3,2.8,39.9,2.6,13.2
-1,Brandon Jennings,2.3,0.082,18.1,1.2,0.361,108,20,3.3,29.2,0.8,6.3
-1,Ersan Ilyasova,3.7,0.121,25.1,1.6,0.234,101,19.1,5.6,6.6,1.1,8.5
-1,Ersan Ilyasova,4.9,0.185,27.6,2.4,0.321,103,20.1,4.1,7,4.4,10
-1,Ersan Ilyasova,5.1,0.159,27.6,1.7,0.329,104,20.5,4.7,9.6,4.1,11
-1,Ersan Ilyasova,4.3,0.053,26.9,1.9,0.302,111,21.3,4.8,8.4,0.9,10.5
-1,Ersan Ilyasova,4.5,0.146,22.7,1.2,0.263,103,22.1,5.8,7.4,2.3,9.6
-1,Ersan Ilyasova,3.8,0.113,25.4,1.5,0.317,106,18.6,4.6,5.6,2.4,8.9
-1,Mario Hezonja,2.3,0.029,17.9,0.6,0.412,109,16.9,4.4,11.2,-0.1,5.3
-1,Tobias Harris,1.9,0.087,11.4,1,0.321,106,20.6,4.8,7.4,0.4,4
-1,Tobias Harris,4.2,0.089,23.6,1.9,0.4,107,22.1,4.8,8.8,1.2,9.3
-1,Tobias Harris,5.4,0.107,30.3,3.2,0.379,107,22.2,4,7.7,2.4,11.7
-1,Tobias Harris,6.5,0.098,34.8,2.8,0.386,108,22.5,2.9,8.8,3,14
-1,Tobias Harris,5.5,0.126,33.1,2.7,0.41,107,19.3,3.1,10.6,4.1,11.7
-1,Aaron Gordon,2,0.06,17,0.9,0.419,107,15.5,5.3,6.3,0.3,4.4
-1,Aaron Gordon,3.5,0.139,23.9,1.7,0.344,105,17.3,4.1,10.3,3.2,7.4
-1,Evan Fournier,2,0.115,11.3,0.8,0.217,108,20.4,7.7,15.5,0.7,4
-1,Evan Fournier,3,0.043,19.8,1.2,0.333,111,19.7,5.8,11.6,0.6,7.2
-1,Evan Fournier,4.4,0.059,28.6,1.8,0.25,111,19.7,3.6,11.5,1.5,9.9
-1,Evan Fournier,5.4,0.106,32.5,2.5,0.405,110,20.1,4.2,12.8,4,11.8
-1,Dewayne Dedmon,1.2,0.07,12.6,0.7,0.333,105,13.1,8.5,1.9,0.1,2.7
-1,Dewayne Dedmon,1.5,0.099,14.3,0.6,0.341,104,13,8.5,1.6,0.7,2.7
-1,Dewayne Dedmon,1.7,0.162,12.2,1,0.415,102,15.2,7.7,2.7,1.2,3.1
-1,Keith Appling,0.4,-0.199,5.4,0.4,,110,19.5,9.3,5,-0.1,1.6
-1,Greivis Vasquez,1.4,0.03,12.3,0.5,0.367,109,16.9,5,25.3,-0.1,3.3
-1,Greivis Vasquez,3.4,0.064,25.8,1.5,0.426,107,20,4,35.7,1,7.9
-1,Greivis Vasquez,5.6,0.067,34.4,1.6,0.424,112,23,3.8,44.9,3,13
-1,Greivis Vasquez,3.5,0.097,22.5,1.2,0.406,110,21.1,4.2,30.4,2.4,8.3
-1,Greivis Vasquez,3.6,0.066,24.3,0.6,0.372,110,19.8,4.6,23.9,1.9,8.8
-1,Greivis Vasquez,2,-0.033,20,1,0.278,113,18.5,4.7,28.5,-0.4,6
-1,Miles Plumlee,0.4,-0.015,3.9,0.2,0.222,100,21.4,4.8,5.7,-0.1,1.5
-1,Miles Plumlee,3.6,0.098,24.6,0.9,0.341,104,16.2,4.7,3.3,1.2,6.9
-1,Miles Plumlee,1.9,0.103,16.4,0.3,0.365,103,12,4.7,4.2,0.9,3.5
-1,Miles Plumlee,2.3,0.124,14.3,0.6,0.55,107,15.5,4.3,2.9,1.4,3.8
-1,Jabari Parker,5.2,0.088,29.5,1.8,0.259,103,20.7,2.9,9.5,0.4,10.5
-1,Jabari Parker,5.8,0.072,31.7,2.3,0.356,111,20.9,3.3,8.9,2.4,11.8
-1,Johnny O'Bryant,1.3,-0.063,10.8,0.4,0.278,107,19.2,6.1,7.1,-0.8,3.5
-1,Johnny O'Bryant,1.3,0.014,13,0.4,0.351,111,13.5,5.9,5.4,-0.2,3.2
-1,Greg Monroe,3.8,0.143,27.8,1.8,0.295,109,15.4,4.7,7.5,4.7,6.9
-1,Greg Monroe,6.2,0.161,31.5,3,0.407,102,23.6,4.6,14,4.3,11.8
-1,Greg Monroe,6.3,0.105,33.2,3.3,0.332,105,24.8,3.7,18.6,2.7,13.1
-1,Greg Monroe,6.1,0.106,32.8,2.9,0.368,108,21.4,3.9,10.3,3.7,12.4
-1,Greg Monroe,6.1,0.153,31,3.7,0.365,103,23.9,3.6,11.7,4,12.4
-1,Greg Monroe,6.2,0.155,29.3,2.9,0.446,106,23.5,3.6,13.2,5,11.9
-1,Khris Middleton,2.3,0.089,17.6,1,0.4,110,15.9,5.9,9.5,0.6,5.2
-1,Khris Middleton,4.6,0.053,30,1.4,0.316,113,19.1,5.2,11.7,1.9,10.4
-1,Khris Middleton,5.1,0.135,30.1,1.7,0.474,102,19.9,3.9,12.7,3.2,11
-1,Khris Middleton,6.4,0.103,36.1,3.5,0.397,110,23,3.6,18.9,4.3,14.5
-1,O.J. Mayo,4.3,0.062,26.3,1.4,0.358,107,21.8,3.5,12.1,0.5,10.5
-1,O.J. Mayo,4.5,0.094,26.8,2,0.353,103,23.9,4.1,16.1,1.3,11.2
-1,O.J. Mayo,5.6,0.069,35.5,2.3,0.458,109,20.9,3.4,19.4,2.3,12.5
-1,O.J. Mayo,4.3,0.002,25.9,1.5,0.333,115,23,4.3,14.6,0,10.6
-1,O.J. Mayo,4.2,0.079,23.9,1.6,0.421,105,23.6,5,19.4,0.9,9.9
-1,O.J. Mayo,2.9,-0.005,26.6,0.8,0.192,110,17,5.9,15.8,-0.7,7.8
-1,Damien Inglis,0.7,-0.024,7.8,0.4,0.333,107,14.9,3.6,9,-0.2,1.9
-1,John Henson,2.6,0.109,13.1,0.9,0.422,102,22.6,5.1,6.3,0.6,5.3
-1,John Henson,4.9,0.084,26.5,1.3,0.461,108,20.3,5.2,10.9,1.7,9.1
-1,John Henson,2.9,0.142,18.3,1.2,0.456,98,18.1,6.3,7.8,1.3,5.2
-1,John Henson,2.9,0.117,16.8,1.2,0.475,105,19.1,7,9,1.2,5.1
-1,Tyler Ennis,1.6,-0.04,12.5,0.2,0.346,105,20.6,4.5,27.3,-0.8,4.4
-1,Tyler Ennis,1.8,0.03,14.2,0.5,0.296,111,17.1,5,21.9,0.1,4.1
-1,Chris Copeland,3.3,0.117,15.4,1.1,0.37,109,25.3,6.5,5.7,1.5,6.8
-1,Chris Copeland,1.3,0.186,6.5,0.2,0.571,103,23.7,7.4,12.6,0.6,2.9
-1,Chris Copeland,2.2,-0.008,16.6,0.7,0.319,106,21.3,4.9,9.9,-0.9,6.2
-1,Chris Copeland,0.7,-0.017,6.5,0.3,0.5,115,17.3,5.6,10.3,-0.1,2.1
-1,Michael Carter-Williams,6.1,0.026,34.5,3.7,0.345,108,25.7,4.3,30.2,-0.8,15.1
-1,Michael Carter-Williams,5.5,0.017,32.6,3.1,0.341,103,26.7,3.9,37.3,-2.1,13.9
-1,Michael Carter-Williams,4.6,0.035,30.5,2,0.46,107,21.3,5,26.6,-0.4,10.3
-1,Jerryd Bayless,3.1,0.053,21.1,2.3,0.351,114,22.1,5.2,27.6,1.4,7.3
-1,Jerryd Bayless,3.8,0.139,22.7,2.4,0.381,106,24.6,5.3,30.7,1.5,8.9
-1,Jerryd Bayless,3.3,0.108,22.1,1.3,0.227,103,20.8,5.2,24.9,1.5,7.8
-1,Jerryd Bayless,3.4,0.069,23.4,1.3,0.364,109,20.1,5,18.5,1.1,8.6
-1,Jerryd Bayless,2.9,0.066,22.3,1.6,0.385,104,18.6,4.8,21,0.3,6.7
-1,Jerryd Bayless,3.6,0.075,28.9,1.3,0.295,112,16.4,3.8,16.2,1.8,8.4
-1,Giannis Antetokounmpo,2.2,0.031,24.6,1.8,0.171,110,15,4.8,12.1,0.1,5.4
-1,Giannis Antetokounmpo,4.7,0.117,31.4,3.2,0.288,101,19.6,5.1,13.1,2.2,9.6
-1,Giannis Antetokounmpo,6.4,0.121,35.3,3.7,0.346,106,22.3,4.7,20,4.2,12.7
-1,Sasha Vujacic,3.6,0.061,24.6,1.2,0.375,111,19.8,4.4,13.7,1.1,8.9
-1,Sasha Vujacic,1,-0.289,5,0,0,93,35.3,5,0,-0.1,2.5
-1,Sasha Vujacic,1.7,0.06,14.9,0.5,0,107,16.8,4.7,14.3,0.3,4.5
-1,Lance Thomas,1.4,0.088,15,1.2,0.179,107,13.3,6.7,3,0.7,3
-1,Lance Thomas,0.9,0.087,10.9,0.7,0.182,112,10.5,6.5,4,1,1.8
-1,Lance Thomas,0.4,-0.117,8.4,0.4,0.667,116,13.8,5,9.7,-0.1,1.8
-1,Lance Thomas,2.9,-0.014,24,1.2,0.351,112,17,3.5,7.4,-0.9,7.1
-1,Lance Thomas,2.9,0.062,22.3,1.7,0.357,112,16.9,4.3,6.4,1.2,6.5
-1,Kevin Seraphin,1.1,0.017,10.9,0.4,0.403,110,14.1,10.2,2.4,-0.2,2.5
-1,Kevin Seraphin,3.6,0.094,20.6,0.8,0.461,105,18.2,5.9,4.8,1.2,6.7
-1,Kevin Seraphin,4.2,0.004,21.8,0.8,0.446,104,23.5,6.4,6.1,-2.1,9.1
-1,Kevin Seraphin,2.1,0.066,10.9,0.5,0.5,106,21.5,9.2,4.9,0.2,4.2
-1,Kevin Seraphin,2.9,0.066,15.6,0.7,0.468,103,21.5,8.2,8,0,5.7
-1,Kevin Seraphin,1.8,-0.015,11,0.4,0.435,105,22.2,6.5,14.8,-0.8,4.3
-1,Kristaps Porzingis,5.2,0.102,28.4,2.8,0.356,103,24.6,5.1,7.8,1.5,12.3
-1,Kyle O'Quinn,1.8,0.107,11.2,0.5,0.378,106,18.1,8.7,13.1,0.7,3.5
-1,Kyle O'Quinn,2.7,0.101,17.2,0.8,0.344,101,18.6,7.1,10.9,0.5,5.4
-1,Kyle O'Quinn,2.3,0.091,16.2,0.9,0.49,104,17.7,6.8,11.3,0.5,4.7
-1,Kyle O'Quinn,2,0.103,11.8,0.7,0.378,102,21.2,7.2,15.9,0.5,4.2
-1,Robin Lopez,2.7,0.074,14.8,1.1,0.325,110,20.4,7.3,1.3,0.8,5.3
-1,Robin Lopez,1.9,0.115,14,1.6,0.383,105,18.9,7.4,3.4,1.2,4.2
-1,Robin Lopez,4.7,0.126,26,2,0.372,110,20,4.2,5.3,4.4,8.8
-1,Robin Lopez,4.3,0.176,31.7,2.4,0.406,107,14,3.8,4.2,7,7.9
-1,Robin Lopez,4,0.15,27.8,1.7,0.408,104,15.5,3.8,5.1,3.2,7.4
-1,Robin Lopez,4.4,0.126,27.1,1.6,0.529,107,17.7,4.2,8.5,3.7,8.1
-1,Jerian Grant,2,0.03,16.6,1.3,0.426,108,19,3.9,21.8,-0.2,5.1
-1,Langston Galloway,4.5,0.043,32.4,1.4,0.273,111,19.2,4.7,17.6,0.7,11.4
-1,Langston Galloway,2.8,0.077,24.8,1,0.421,108,15.6,4.5,15.7,1.4,7.2
-1,Cleanthony Early,1.9,-0.03,16.6,0.9,0.292,110,19.6,4.6,9.1,-0.8,5.5
-1,Cleanthony Early,0.7,-0.075,9.1,0.2,0.333,109,14.9,5.3,5.7,-0.3,2.4
-1,Jose Calderon,3.9,0.084,30.9,1.3,0.348,114,16.8,3.5,43,3.2,8.8
-1,Jose Calderon,4.1,0.136,33.9,1.1,0.438,108,16,2.8,44.2,3.9,9
-1,Jose Calderon,4.3,0.165,29.6,1,0.083,111,17,2.4,39.8,6.6,8.7
-1,Jose Calderon,4.2,0.122,30.5,0.6,0.263,112,16.2,2.8,22.4,5.4,9.2
-1,Jose Calderon,3.5,0.033,30.2,0.7,0.333,113,16.1,3.2,25.6,0.8,8.4
-1,Jose Calderon,2.9,0.096,28.1,0.6,0.538,109,12.6,3.4,22.4,2.7,6.3
1,Carmelo Anthony,8.9,0.138,35.7,6.6,0.309,108,32,4.1,14.7,5.4,19.5
1,Carmelo Anthony,8,0.16,34.1,5.4,0.26,102,31.8,4.3,21,3.7,18.6
1,Carmelo Anthony,10,0.184,37,6.3,0.364,108,35.6,4.4,14.1,7.5,22.2
-1,Carmelo Anthony,9.6,0.172,38.7,6,0.32,108,32.4,4,15.8,8.1,21.3
1,Carmelo Anthony,9,0.097,35.7,4.7,0.417,110,32.2,3.2,18,2.2,20.2
1,Carmelo Anthony,7.9,0.121,35.1,4.6,0.404,107,29.7,3.7,21.9,3.9,18.2
-1,Thanasis Antetokounmpo,1.5,0.291,3,0,,110,30.2,17.1,0,0,2
-1,Lou Amundson,1.8,0.044,15,0.7,0.19,110,15.7,6.4,3.5,0.2,4
-1,Lou Amundson,1.5,0.062,12.6,0.6,0.302,99,17.3,8.8,3,-0.3,3.5
-1,Lou Amundson,0.8,0.019,9.5,0.3,0.136,105,14.2,7.6,4.5,-0.3,2.1
-1,Lou Amundson,0.8,0.024,9.7,0.3,0.333,105,13.9,13.8,4.7,-0.1,1.7
-1,Lou Amundson,2.1,0.017,17.7,0.8,0.358,106,17.4,7.1,12.2,-0.6,4.8
-1,Lou Amundson,0.7,-0.014,7,0.5,0.167,106,17.7,11.1,8.8,-0.3,1.8
-1,Arron Afflalo,4.5,0.128,33.7,2,0.518,111,14.8,3.3,10.9,4.8,9.1
-1,Arron Afflalo,5.3,0.121,33.6,3.2,0.323,111,19.1,3.3,11.1,4.7,11.3
-1,Arron Afflalo,6.2,0.042,36,3,0.414,112,22.5,3.1,14.6,1.5,14.1
-1,Arron Afflalo,6.4,0.099,35,3.8,0.366,112,23.3,2.7,16.9,4.3,13.8
-1,Arron Afflalo,4.8,0.05,32.1,2.1,0.375,111,19,3.4,8.2,1.6,11.3
-1,Arron Afflalo,5,0.055,33.4,1.5,0.458,112,17.9,3.1,9.9,1.8,11.3
-1,Donald Sloan,2.4,-0.024,20.3,0.7,0.353,112,17.6,2.9,26.5,-0.4,6
-1,Donald Sloan,1.2,0.017,11.4,0.9,0.333,113,17.5,3.4,22,0,3.4
-1,Donald Sloan,0.9,0.039,8.2,0.3,0.348,102,17.2,2.5,20.1,-0.3,2.4
-1,Donald Sloan,2.7,0.085,20.9,1.1,0.434,106,18.6,2.2,27.5,0.9,6.7
-1,Donald Sloan,2.5,0.071,21.6,1.3,0.333,113,16.1,2.8,30,1.7,5.7
-1,Henry Sims,1,0.061,2.5,0,,118,37.2,10.8,0,0,1.5
-1,Henry Sims,2.8,0.115,19,2,0.425,109,18,6.5,9.5,1.4,6
-1,Henry Sims,3.3,0.072,19.2,1.5,0.411,105,20.6,4.8,10.7,0.5,6.9
-1,Henry Sims,2.4,0.079,18.8,1.8,0.4,107,17.3,7.1,5.1,0.2,5.5
-1,Thomas Robinson,2,-0.002,15.1,0.8,0.273,107,19.1,6,6.7,-0.9,4.6
-1,Thomas Robinson,2,0.09,12.5,0.8,0.179,104,19.7,7.6,6,0.4,4.2
-1,Thomas Robinson,2.3,0.089,14.8,1,0.453,99,20.2,6.6,7.6,0,4.8
-1,Thomas Robinson,1.8,0.033,12.9,0.7,0.23,105,19.8,6.1,7.7,-0.5,4.1
-1,Willie Reed,1.9,0.134,10.9,0.8,0.421,108,18.1,5.6,3.8,0.9,3.4
-1,Chris McCullough,1.8,0.043,15.1,0.5,0.3,105,16.5,5.4,3.7,-0.1,4.5
