,fg3a_heave,dbpm,pts_per_poss,fg2a_per_poss,ft_pct,usg_pct,fg3_pct,gs,pct_fga_00_03,tov_per_g,pos,ows,ws,ast_per_g,fg3a_pct_fga,fga_per_poss,fg3_per_g,vorp,fg2_pct,tov_per_poss,fg2_pct_ast,per,mp,fg2a_per_g,off_rtg,stl_per_g,team_id,pts_per_g,pf_per_poss,fg_pct_16_xx,fg3a_per_fga_pct,pct_fga_03_10,blk_per_g,ws_per_48,drb_per_g,fg3_heave,fg3_per_poss,orb_per_g,stl_per_poss,fg_pct,fta_per_fga_pct,fg2a_pct_fga,pct_fg3a_corner,fg_pct_00_03,fg3_pct_ast,stl_pct,fg3a_per_g,ast_pct,mp_per_g,efg_pct,dws,orb_per_poss,blk_pct,trb_per_poss,age,ast_per_poss,avg_dist,year,fg_pct_10_16,fga_per_g,blk_per_poss,fg2_per_poss,fg3_pct_corner,fg3a_per_poss,drb_per_poss,ts_pct,ft_per_g,fg_pct_03_10,fg2_per_g,fg_per_g,bpm,g,trb_pct,ft_per_poss,lg_id,drb_pct,def_rtg,orb_pct,fg2_dunk,tov_pct,fta_per_poss,pf_per_g,name,fta_per_g,obpm,pct_fga_10_16,trb_per_g,pct_fg2_dunk,pct_fga_16_xx,fg_per_poss,allstar
1396,1,-1.1,20.4,10.5,0.781,17.4,0.371,23,0.442,1.3,SF,1,1.3,1,0.368,16.5,1.4,0.3,0.569,2.1,0.609,14.8,715,6.7,112,1,POR,13,4.4,0.4,0.368,0.12,0.7,0.087,3.4,0,2.3,2,1.6,0.496,0.132,0.632,0.539,0.607,1,1.6,3.9,5,31.1,0.564,0.2,3.1,1.8,8.5,23,1.6,11.5,2016-17,0.5,10.5,1.1,5.9,0.333,6.1,5.4,0.582,1.1,0.517,3.8,5.2,-0.1,23,9.5,1.7,NBA,12.2,112,6.9,15,10.5,2.2,2.8,Maurice Harkless,1.4,1,0.008,5.4,0.07,0.062,8.2,0
1403,0,0.4,10.5,8.5,0.6,11.1,,10,0.731,0.9,PF,0.4,0.6,0.6,0,8.5,0,0,0.487,2.3,0.605,9.9,451,3.3,109,0.3,POR,4,8.5,,0,0.269,0.8,0.066,3.2,0,0,2.2,0.9,0.487,0.449,1,,0.526,,0.9,0,4.2,18.8,0.487,0.2,5.7,3.3,14.1,27,1.5,2.6,2016-17,,3.3,2.1,4.1,,0,8.3,0.519,0.9,0.381,1.6,1.6,-2.2,24,15.7,2.3,NBA,18.8,111,12.7,10,18.4,3.8,3.3,Ed Davis,1.5,-2.7,0,5.4,0.128,0,4.1,0
1407,0,-2.2,16.8,7,0.854,14.6,0.391,1,0.112,0.8,SG,0.6,0.6,1.2,0.489,13.7,1.5,-0.1,0.458,1.5,0.864,9.8,673,4,109,0.5,POR,9.6,3.6,0.475,0.489,0.122,0.3,0.043,2.6,0,2.6,0.3,0.9,0.426,0.218,0.511,0.326,0.667,0.972,0.9,3.8,6,28,0.521,0,0.6,0.7,5.2,24,2,18,2016-17,0.25,7.8,0.4,3.2,0.367,6.7,4.6,0.561,1.5,0.348,1.8,3.3,-2.6,24,5.8,2.5,NBA,10.3,115,1.3,0,8.8,3,2.1,Allen Crabbe,1.7,-0.5,0.064,3,0,0.213,5.8,0
1409,0,-2.2,15.1,5.8,0.667,8.6,0.5,0,0.429,0,SG,0.1,0.1,0.4,0.286,8.1,0.1,0,0.8,0,0.75,16.8,42,0.6,166,0,POR,1.4,0,0,0.286,0.143,0.1,0.17,0.7,0,1.2,0,0,0.714,0.429,0.714,0.5,1,1,0,0.2,13.7,4.7,0.786,0,0,1.9,7,24,4.7,10.9,2016-17,,0.8,1.2,4.7,0,2.3,7,0.781,0.2,1,0.4,0.6,-1.3,9,7.8,2.3,NBA,15.8,115,0,0,0,3.5,0,Pat Connaughton,0.3,0.8,0,0.7,0,0.143,5.8,0
1416,0,1.3,11.1,6.4,0.476,17,0.205,8,0.228,1.5,SF,-0.7,-0.4,1.7,0.557,14.4,0.8,-0.1,0.343,2.9,0.417,7.1,268,3.2,75,1.4,POR,5.5,2.7,0.5,0.557,0.127,0.7,-0.064,5.5,0,1.6,0.9,2.7,0.266,0.266,0.443,0.318,0.389,1,2.7,4,9.6,24.4,0.323,0.3,1.8,2.3,12.9,26,3.5,16,2016-17,0.5,7.2,1.5,2.2,0.286,8,11.1,0.346,0.9,0.2,1.1,1.9,-4,11,14.4,1.8,NBA,25.1,106,4,2,15.3,3.8,1.4,Al-Farouq Aminu,1.9,-5.4,0.025,6.5,0.025,0.051,3.8,0
1426,0,3.7,17.1,14.1,0.714,15.9,0.167,1,0.447,0.4,C,0.5,1.2,0.8,0.049,14.8,0,0.4,0.487,1.1,0.772,16.8,433,5.6,110,1.4,DAL,6.8,5.2,0.3,0.049,0.114,0.7,0.137,3.4,0,0.1,1.5,3.5,0.472,0.285,0.951,0.5,0.636,1,3.5,0.3,6.9,20.6,0.476,0.7,3.8,2.9,12.4,25,2,9.1,2016-17,0.429,5.9,1.7,6.8,0.333,0.7,8.5,0.513,1.2,0.5,2.7,2.8,1.6,21,13.5,3,NBA,20.3,101,7.8,17,6.1,4.2,2,Dwight Powell,1.7,-2.1,0.057,4.9,0.146,0.325,7,0
1432,0,-1.2,18.8,10.2,0.833,20.4,0.238,6,0.261,1.3,SF,-0.2,0,0.8,0.457,18.8,0.8,-0.1,0.52,3.3,0.692,8,126,4.2,87,0.3,MEM,7.7,2,0.4,0.457,0.065,0.3,-0.007,2.7,0,2,0.3,0.8,0.391,0.13,0.543,0.095,0.667,0.8,0.8,3.5,6.9,21,0.446,0.1,0.8,1.5,7.4,28,2,15.6,2016-17,0.6,7.7,0.8,5.3,1,8.6,6.5,0.473,0.8,0,2.2,3,-5.9,6,8.1,2,NBA,14.9,106,1.8,1,14.1,2.5,0.8,Chandler Parsons,1,-4.7,0.109,3,0.022,0.109,7.4,0
1439,0,3.2,11.9,9.3,0.786,13.1,,23,0.692,1.4,C,0.6,1.2,2.4,0,9.3,0,0.5,0.5,3.9,0.769,14.3,403,3.4,113,0.8,GSW,4.3,5.5,0.222,0,0.141,0.5,0.143,3.6,0,0,2,2.3,0.5,0.359,1,,0.556,,2.3,0,16.9,17.5,0.5,0.6,5.3,2.1,15.1,32,6.5,4.6,2016-17,0.25,3.4,1.3,4.6,,0,9.7,0.554,1,0.545,1.7,1.7,2.8,23,17.2,2.6,NBA,20.7,102,13.1,3,26.8,3.3,2,Zaza Pachulia,1.2,-0.4,0.051,5.5,0.038,0.115,4.6,0
1446,0,-1,29.5,17.4,0.882,24.9,0.273,77,0.119,1.1,PF,5.2,7.2,1.9,0.328,23.5,1.4,1.5,0.4,1.8,0.556,19.2,131,10.2,113,0.5,DAL,17.3,3.5,0.294,0.258,0.03,0.4,0.152,5.4,0,2.3,0.6,0.9,0.358,0.272,0.672,0.136,0.75,1,0.9,3.6,10.4,29.6,0.508,2,1,1.2,10.1,38,3.2,17.1,2016-17,0.389,13.8,0.7,8.5,0.333,6.1,9.1,0.56,3.3,0,5,6.3,0.7,5,11,5.6,NBA,19.9,107,2.1,1,6.5,6.4,2.1,Dirk Nowitzki,3.8,1.7,0.269,5.9,0.015,0.254,10.8,0
1448,0,4.2,11.5,8.2,0.556,11.3,0,3,0.613,0.6,C,0.1,0.4,0.3,0.065,8.7,0,0.1,0.621,2.8,0.833,12.8,185,1.7,106,0.4,DAL,2.4,10.4,0.25,0.065,0.097,0.6,0.116,2.7,0,0,1.1,2,0.581,0.29,0.935,0,0.632,,2,0.1,4.4,10.9,0.581,0.3,5.1,5.4,18,30,1.4,6.4,2016-17,0.667,1.8,3.1,5.1,,0.6,12.9,0.586,0.3,1,1.1,1.1,-0.8,17,19.7,1.4,NBA,30.7,100,10.3,4,22.2,2.5,2.2,Salah Mejri,0.5,-5,0.097,3.8,0.161,0.129,5.1,0
1455,1,0.6,30.6,19.6,0.517,26.4,0,0,0.707,0.8,C,0.2,0.4,0.3,0.017,20,0,0.1,0.649,5.2,0.811,21.9,139,3,109,0.2,GSW,4.7,8.6,,0.017,0.241,0.7,0.154,1.3,0,0,0.9,1,0.638,0.5,0.983,0,0.805,,1,0.1,6.8,7.3,0.638,0.2,6.2,7.2,14.5,29,2.1,3.5,2016-17,0,3.1,4.5,12.7,,0.3,8.3,0.629,0.8,0.286,1.9,1.9,-0.4,19,16.5,5.2,NBA,17.6,102,15.2,22,17.5,10,1.3,JaVale McGee,1.5,-1,0.034,2.2,0.414,0,12.7,0
1462,0,-0.6,21.9,7.2,0.865,20.6,0.383,20,0.096,1.8,SG,0.2,0.7,2.2,0.621,18.9,3.1,0.3,0.364,2.5,0.333,11.6,720,5,101,1.2,DAL,15.2,3.3,0.207,0.621,0.073,0.2,0.047,2.9,0,4.5,0.3,1.7,0.375,0.199,0.379,0.154,0.6,0.806,1.7,8.1,10.5,36,0.494,0.5,0.4,0.5,4.6,30,3.1,19.7,2016-17,0.423,13.1,0.3,2.6,0.36,11.7,4.2,0.534,2.3,0.211,1.8,4.9,-0.3,20,5.1,3.3,NBA,10,110,0.9,0,11,3.8,2.3,Wesley Matthews,2.6,0.3,0.1,3.2,0,0.111,7.1,0
1469,0,1.9,19.7,14.1,0.737,16.8,,1,0.623,0.8,PF,1,1.5,1.4,0,14.1,0,0.5,0.566,2.4,0.7,18.8,385,4.6,122,0.4,SAS,6.4,4.9,0.286,0,0.226,0.4,0.187,3.2,0,0,1.5,1.3,0.566,0.358,1,,0.697,,1.3,0,13.8,16.7,0.566,0.5,4.7,2.2,14.4,33,4.4,4.6,2016-17,0.333,4.6,1.3,8,,0,9.7,0.603,1.2,0.375,2.6,2.6,3,23,16.2,3.7,NBA,21.8,104,10.5,12,12.8,5.1,1.6,David Lee,1.7,1.1,0.085,4.7,0.113,0.066,8,0
1476,0,0.9,11.1,3.5,0.75,14.1,0.25,0,0.176,0.8,PG,-0.1,0,1.8,0.706,11.8,0.6,0,0.4,2.8,0.5,8.2,75,1,91,0.8,DAL,3.2,4.9,1,0.706,0.059,0,0.019,1.8,0,2.1,0.4,2.8,0.294,0.235,0.294,0.083,0.333,1,2.8,2.4,18.8,15,0.382,0.1,1.4,0,7.6,33,6.2,20.2,2016-17,,3.4,0,1.4,0,8.3,6.2,0.426,0.6,0,0.4,1,-2.4,5,8.4,2.1,NBA,14.8,106,2.8,0,17.6,2.8,1.4,Devin Harris,0.8,-3.3,0,2.2,0,0.059,3.5,0
1483,0,1.4,14.9,8.8,0.667,14.6,0.432,1,0.214,0.8,PG,0.1,0.6,1.4,0.359,13.7,0.7,0.2,0.455,2.4,0.267,9.9,375,3,101,0.7,LAC,5.1,4.5,0.391,0.359,0.155,0.3,0.076,1.5,0,2.1,0.3,2,0.447,0.058,0.641,0.162,0.682,0.875,2,1.7,11.9,17,0.524,0.5,0.8,1.5,5.1,32,4,15.4,2016-17,0.2,4.7,0.9,4,0.833,4.9,4.3,0.53,0.2,0.313,1.4,2.1,0,22,5.6,0.5,NBA,9.4,104,1.8,0,14.6,0.8,1.5,Raymond Felton,0.3,-1.3,0.049,1.7,0,0.223,6.1,0
1496,0,-1.9,25.7,13.3,0.964,24,0.383,5,0.211,2,PG,0.5,0.6,5.4,0.382,21.5,2,0.2,0.434,3.1,0.121,17.6,298,8.4,109,0.7,DAL,16.3,1.4,0.333,0.382,0.179,0.1,0.102,3,0,3.1,0.4,1,0.415,0.228,0.618,0.043,0.462,0.389,1,5.2,30.8,33.1,0.488,0.2,0.7,0.3,5.4,32,8.6,14.7,2016-17,0.462,13.7,0.2,5.8,0,8.2,4.7,0.543,3,0.455,3.7,5.7,0.1,9,5.9,4.7,NBA,11.2,111,1.4,0,11.7,4.9,0.9,J.J. Barea,3.1,1.9,0.106,3.4,0,0.122,8.9,0
1498,1,0.6,21,11.8,0.765,22.2,0.268,2,0.358,1.2,SF,-0.2,0.3,0.9,0.371,18.8,0.7,0,0.442,3.1,0.429,12.6,417,4.5,95,0.8,DAL,8,4.4,0.143,0.371,0.166,0.5,0.033,2.7,0,1.9,1.2,2,0.377,0.338,0.629,0.286,0.611,1,2,2.7,7.6,19.9,0.427,0.5,3.1,2.2,10.1,23,2.2,12.7,2016-17,0,7.2,1.2,5.2,0.313,7,7,0.484,1.9,0.32,2,2.7,-2.5,21,11.1,4.9,NBA,16.6,106,6.3,11,12.6,6.4,1.7,Justin Anderson,2.4,-3,0.06,3.9,0.086,0.046,7.1,0
1510,4,-1.3,20.5,15.4,0.9,19.7,0.364,0,0.203,0.9,PG,0.5,0.9,3.4,0.165,18.5,0.4,0.1,0.477,2.6,0.132,15.4,367,5.3,110,0.3,DET,7,2.6,0.323,0.165,0.098,0,0.118,1.5,0,1.1,0.2,0.8,0.459,0.15,0.835,0.091,0.556,0.375,0.8,1,30,17.5,0.489,0.4,0.7,0,5.1,34,10,14.4,2016-17,0.5,6.3,0,7.4,0.5,3.1,4.4,0.522,0.9,0.615,2.5,2.9,-1.2,21,5.4,2.5,NBA,9.4,107,1.5,0,11.8,2.8,0.9,Beno Udrih,1,0.1,0.301,1.8,0,0.233,8.5,0
1513,0,4.1,20.8,6.9,0.5,11.2,,0,1,0,PF,0.1,0.1,1,0,6.9,0,0,1,0,1,32.2,7,0.5,181,0.5,DEN,1.5,20.8,,0,0,0,0.49,0.5,0,0,0.5,6.9,1,2,1,,1,,6.9,0,44.4,3.5,1,0,6.9,0,13.9,23,13.9,2,2016-17,,0.5,0,6.9,,0,6.9,0.798,0.5,,0.5,0.5,15.9,2,15.1,6.9,NBA,15.3,97,15,0,0,13.9,1.5,Jarnell Stokes,1,11.7,0,1,0,0,6.9,0
1521,1,-2.1,17.6,13.6,0.625,19.2,0.1,0,0.345,1.8,SG,0,0.1,4.8,0.182,16.7,0.2,-0.1,0.556,3.3,0.48,10.7,162,7.5,98,0.3,NOP,9.7,5.5,0.462,0.182,0.127,0.2,0.029,2.5,0,0.3,0.5,0.6,0.473,0.145,0.818,0.1,0.737,0,0.6,1.7,29.1,27,0.482,0.1,0.9,0.5,5.5,26,8.8,11.9,2016-17,0.333,9.2,0.3,7.6,1,3,4.5,0.496,0.8,0.429,4.2,4.3,-4.5,6,5.9,1.5,NBA,9.8,110,2,2,15.8,2.4,3,Lance Stephenson,1.3,-2.4,0.109,3,0.036,0.236,7.9,0
1530,1,-1.6,32.1,27.8,0.696,31.4,0.25,0,0.29,1.2,PF,0.1,0.7,1.1,0.074,30,0.2,-0.2,0.468,2.9,0.479,19.4,373,11.8,100,0.4,MEM,13.6,4.8,0.391,0.074,0.309,0.1,0.091,6.1,0,0.6,2.2,1,0.452,0.212,0.926,0.125,0.587,1,1,0.9,10.7,21.9,0.461,0.6,5.1,0.5,19.5,35,2.5,9.5,2016-17,0.458,12.8,0.3,13,0.5,2.2,14.4,0.489,1.9,0.418,5.5,5.8,-4,17,21.5,4.4,NBA,32.8,102,11,0,8.1,6.4,2.1,Zach Randolph,2.7,-2.4,0.111,8.3,0,0.212,13.5,0
1536,1,-1,15,12.1,0.727,17.6,0.389,2,0.49,0.8,PF,-0.4,0.1,0.1,0.184,14.9,0.3,-0.6,0.338,2.9,0.778,6.4,340,3.5,86,0.3,MEM,4.3,7.7,0.333,0.184,0.092,0.3,0.017,3.2,0,1.1,0.9,1.1,0.347,0.337,0.816,0.667,0.375,1,1.1,0.8,1.4,14.8,0.383,0.5,3,2,14.1,22,0.5,10.4,2016-17,0.4,4.3,1.1,4.1,0.5,2.7,11.1,0.44,1,0.111,1.2,1.5,-8.7,23,15.6,3.6,NBA,25.3,102,6.5,4,14.4,5,2.2,Jarell Martin,1.4,-7.7,0.051,4,0.071,0.184,5.2,0
1543,0,-0.9,16.3,9.3,0.929,14.3,0.452,20,0.197,1,SG,0.6,0.7,2,0.358,14.5,1.4,0.2,0.441,1.6,0.571,10.9,596,5.6,110,1,NYK,9.8,3.3,0.344,0.358,0.116,0.3,0.058,2.5,0,2.3,0.5,1.6,0.445,0.081,0.642,0.323,0.559,0.929,1.6,3.1,9.4,29.8,0.526,0.1,0.8,0.7,5,31,3.3,14.9,2016-17,0.444,8.7,0.4,4.1,0.55,5.2,4.2,0.544,0.7,0.35,2.5,3.9,-0.8,20,5.4,1.1,NBA,8.9,114,1.8,0,9.6,1.2,2,Courtney Lee,0.7,0,0.156,3,0,0.185,6.4,0
1557,3,-1,19.3,10.8,0.837,19.7,0.29,8,0.219,1.1,SF,-0.1,0.4,1.5,0.388,17.7,0.9,-0.2,0.431,2.5,0.511,10.2,513,5,97,0.4,ORL,8.9,3,0.217,0.388,0.163,0.3,0.038,2.7,0,2,0.6,0.8,0.376,0.275,0.612,0.203,0.538,0.9,0.8,3.1,10.6,23.3,0.433,0.5,1.3,1.1,7.2,30,3.3,15.2,2016-17,0.474,8.1,0.7,4.7,0.357,6.8,5.9,0.489,1.9,0.414,2.1,3,-3.5,22,7.6,4.1,NBA,12.6,108,2.7,4,11.1,4.9,1.4,Jeff Green,2.2,-2.5,0.107,3.3,0.022,0.129,6.6,0
1560,0,2,15.9,9.4,0.8,14.7,0.302,24,0.455,1.4,PF,0.7,1.9,1.2,0.244,12.5,0.5,0.4,0.519,2.3,0.609,12.5,728,5.5,109,0.8,MEM,9.4,6.4,0.538,0.244,0.091,0.7,0.123,5.6,0,0.9,2.1,1.3,0.466,0.341,0.756,0.628,0.575,1,1.3,1.8,6.6,30.3,0.503,1.1,3.6,2.2,13.1,26,2.1,10.6,2016-17,0.273,7.3,1.2,4.9,0.259,3,9.5,0.556,2,0.375,2.9,3.4,0.4,24,14.5,3.4,NBA,21.7,102,7.7,12,14,4.2,3.8,JaMychal Green,2.5,-1.6,0.063,7.7,0.091,0.148,5.8,0
1567,1,2.5,30.4,19.2,0.798,27.1,0.44,23,0.126,2.1,C,1.4,2.7,4.1,0.225,24.7,1.6,1.4,0.464,3.2,0.515,21.4,778,12.6,109,0.9,MEM,19.9,3.2,0.267,0.225,0.265,1.6,0.164,5.2,0,2.5,0.9,1.3,0.458,0.265,0.775,0.024,0.617,1,1.3,3.7,24.4,33.8,0.508,1.3,1.4,4.5,9.3,32,6.2,14,2016-17,0.397,16.2,2.5,8.9,1,5.6,7.9,0.55,3.4,0.586,5.8,7.4,5,23,10.3,5.2,NBA,18,102,3,5,10.3,6.6,2.1,Marc Gasol,4.3,2.6,0.182,6.1,0.013,0.201,11.3,0
1573,0,-3.4,17.3,4.3,,19.1,0.444,0,0.167,1.5,PG,0,0.1,4.5,0.75,17.3,2,0,0,4.3,,14.9,35,1.5,105,1,SAC,6,1.4,,0.75,0.083,0,0.081,1,0,5.8,0.5,2.9,0.333,0,0.25,0.222,0,0.75,2.9,4.5,39.1,17.5,0.5,0,1.4,0,4.3,30,13,21.3,2016-17,,6,0,0,0,13,2.9,0.5,0,0,0,2,-2.2,2,4.9,0,NBA,6.6,109,3.3,0,20,0,0.5,Jordan Farmar,0,1.2,0,1.5,0,0,5.8,0
1580,1,0.2,30.7,13.6,0.897,25.8,0.467,16,0.205,2.3,PG,1.7,2.5,5.7,0.385,22.1,2.5,1.1,0.424,3.7,0.213,23.3,547,8.5,118,1.4,MEM,19.2,2.6,0.333,0.385,0.12,0.6,0.218,3.1,0,4,0.4,2.3,0.44,0.372,0.615,0.133,0.5,0.619,2.3,5.3,33.7,32.2,0.53,0.8,0.7,1.7,5.7,29,9.1,15.9,2016-17,0.462,13.8,0.9,5.7,0.5,8.5,5,0.599,4.6,0.393,3.6,6.1,5.8,17,6.3,7.4,NBA,11.4,103,1.4,0,12.5,8.2,1.6,Mike Conley,5.1,5.6,0.111,3.5,0,0.179,9.7,0
1593,0,-0.3,18.4,8.3,0.789,19.9,0.279,1,0.188,0.7,SG,-0.5,1,1.2,0.577,19.4,1,0.2,0.54,2.1,0.471,9.6,476,2.6,94,0.7,MEM,5.8,4.9,0.667,0.571,0.081,0.2,0.043,1.6,0,3.3,0.4,2.1,0.389,0.14,0.423,0.198,0.607,0.833,2.1,3.5,11.1,16.5,0.417,1.4,1.3,1.1,6.4,40,3.8,18.1,2016-17,0.182,6.2,0.7,3.2,0.353,11.1,5.1,0.445,0.7,0.583,1,2,-1.4,18,7,2.2,NBA,11.1,103,2.8,4,9.1,2.7,1.5,Vince Carter,0.9,-1.1,0.074,2,0.027,0.081,6.5,0
1600,0,0.7,14.3,6.1,0.76,16.5,0.294,4,0.193,1.8,SF,-0.3,0.2,2.8,0.567,14.1,1.2,0.1,0.446,3.6,0.724,8.9,535,3.1,93,0.8,SAC,7.2,5.2,0.438,0.567,0.1,0.4,0.017,3.9,0,2.4,1,1.5,0.36,0.167,0.433,0.247,0.586,0.8,1.5,4,16.1,25.5,0.443,0.5,2,1.5,9.6,36,5.5,17.5,2016-17,0,7.1,0.8,2.7,0.143,8,7.6,0.472,0.9,0.333,1.4,2.6,-1.1,21,10.9,1.8,NBA,17.4,108,4.5,0,19.1,2.4,2.6,Matt Barnes,1.2,-1.8,0.033,4.9,0,0.107,5.1,0
1607,0,2.7,13.8,9.4,0.667,15.6,0,0,0.611,0.6,C,0,0.1,0.6,0.167,11.3,0,0,0.467,3.1,0.571,12,79,1.7,102,0.3,CLE,2.4,7.5,0.5,0.167,0.056,0.4,0.088,1.7,0,0,0.9,1.9,0.389,0.667,0.833,0,0.455,,1.9,0.3,8.8,8.8,0.389,0.1,5,4,14.4,38,3.1,7.6,2016-17,0,2,2.5,4.4,,1.9,9.4,0.473,0.9,1,0.8,0.8,-0.4,9,15.9,5,NBA,20,103,11.5,2,17.7,7.5,1.3,Chris Andersen,1.3,-3.1,0.056,2.6,0.111,0.111,4.4,0
1614,0,2.7,18.3,15.3,0.676,18.7,0.167,15,0.624,1.4,SG,0,0.9,0.9,0.085,16.7,0.1,0.3,0.488,2.8,0.556,14.1,436,7.6,99,1.8,MEM,9.1,5.4,0.333,0.085,0.213,0.5,0.096,3.1,0,0.2,2.2,3.5,0.461,0.241,0.915,0.75,0.568,1,3.5,0.7,6.5,25.6,0.468,0.8,4.4,2,10.6,35,1.9,5.6,2016-17,0,8.3,1.1,7.4,0.222,1.4,6.3,0.497,1.4,0.333,3.7,3.8,0.5,17,11.8,2.7,NBA,14.3,99,9.4,3,13.3,4,2.7,Tony Allen,2,-2.2,0.014,5.3,0.021,0.064,7.7,0
1623,0,-2.6,16.5,4.5,0.818,15,0.29,7,0.13,0.7,SG,1.1,1.5,1.4,0.674,14.7,1.3,-0.3,0.333,1.9,0.8,10.2,259,1.6,108,0.7,MIL,5.9,3.6,0.2,0.694,0.065,0.1,0.057,0.9,0,3.6,0.2,1.8,0.304,0.088,0.326,0.613,0.667,1,1.8,3.6,12.4,17.5,0.525,0.4,0.5,0.6,3.1,39,4,19.2,2016-17,0,5.2,0.4,2.3,0.263,10.2,2.5,0.54,0.4,0,0.8,2.1,-2.8,15,3.5,1.1,NBA,5.7,112,1.2,0,11.1,1.3,1.3,Jason Terry,0.5,-0.2,0.022,1.1,0,0.109,5.9,0
1636,0,-0.6,17.5,8.8,0.833,15.2,0.333,0,0.42,0.4,SF,0.1,0.2,0.1,0.42,15.1,0.5,0,0.552,1.5,0.813,11.3,163,2.1,106,0.4,HOU,4.1,4.2,,0.42,0.12,0.6,0.071,1.2,0,2.1,0.2,1.5,0.46,0.12,0.58,0.286,0.667,0.857,1.5,1.5,1.8,11.6,0.53,0.1,0.9,4,6,23,0.6,12.3,2016-17,0.5,3.6,2.4,4.8,0.333,6.3,5.1,0.551,0.4,0.167,1.1,1.6,-3.2,14,7,1.5,NBA,11.8,108,2.1,6,8.7,1.8,1,K.J. McDaniels,0.4,-2.6,0.04,1.4,0.16,0,7,0
1643,1,-0.5,13.7,9.3,0.765,15.4,0.342,14,0.275,1.6,PG,0.2,0.6,4.4,0.275,12.9,0.6,0.1,0.41,3.2,0.244,11.6,541,4.8,102,1.2,SAC,7,3.3,0.182,0.275,0.167,0.1,0.054,2,0,1.2,0.9,2.3,0.391,0.246,0.725,0.289,0.579,0.769,2.3,1.8,25.6,25.8,0.438,0.4,1.7,0.3,5.6,29,8.7,13.1,2016-17,0.529,6.6,0.2,3.8,0.545,3.5,3.9,0.481,1.2,0.261,2,2.6,-1.6,21,6.3,2.4,NBA,8.9,109,3.8,0,18.2,3.2,1.7,Ty Lawson,1.6,-1.2,0.123,2.9,0,0.159,5,0
1648,0,1.5,20.3,13.5,0.661,19.7,0.2,3,0.34,1,PF,0.1,0.9,1.1,0.213,17.1,0.4,0.1,0.534,2.1,0.722,15,540,6.7,100,0.8,NOP,10.1,2.7,0.474,0.213,0.309,1,0.082,4.8,0,0.7,1,1.6,0.463,0.33,0.787,0.125,0.781,1,1.6,1.8,7.5,24.5,0.484,0.8,1.9,3.3,11.5,25,2.3,10.1,2016-17,0.143,8.5,2,7.2,0,3.6,9.5,0.518,1.9,0.328,3.6,4,-1.2,22,12.3,3.7,NBA,20.5,103,4.1,17,9.7,5.6,1.4,Terrence Jones,2.8,-2.7,0.037,5.7,0.09,0.101,7.9,0
1655,0,2.9,23.2,15.2,0.5,21.1,,22,0.737,2.5,C,0.9,2.3,1.2,0,15.2,0,0.6,0.606,4.3,0.642,21.3,632,9,109,1,ATL,13.7,5.7,0.4,0,0.197,1.5,0.172,8.2,0,0,4.5,1.7,0.606,0.626,1,,0.699,,1.7,0,6.8,28.7,0.606,1.3,7.5,4.3,21.5,31,2,2.8,2016-17,0.375,9,2.6,9.2,,0,13.9,0.598,2.8,0.333,5.5,5.5,1.9,22,24.4,4.8,NBA,31.5,98,17.2,59,18.1,9.5,3.4,Dwight Howard,5.6,-1,0.04,12.7,0.323,0.025,9.2,0
1663,0,-0.4,23.6,18.5,0.556,20.6,,0,0.631,1.1,PF,0.3,0.4,0.6,0,18.5,0,0,0.6,4,0.692,18,173,5,110,0.2,HOU,6.4,5.4,0.6,0,0.277,0.6,0.11,1.9,0,0,1.5,0.9,0.6,0.138,1,,0.707,,0.9,0,7.6,13.3,0.6,0.1,5.7,3.8,12.8,23,2.3,3.6,2016-17,0,5,2.3,11.1,,0,7.1,0.602,0.4,0.389,3,3,-1.5,13,14.8,1.4,NBA,16.3,109,13.2,20,16.9,2.6,1.5,Montrezl Harrell,0.7,-1.1,0.015,3.5,0.354,0.077,11.1,0
1670,0,0.6,38.3,13.9,0.844,33.8,0.361,22,0.23,5.6,PG,3.9,4.6,11.4,0.441,24.9,3,2.4,0.522,7.6,0.109,28.9,808,10.4,120,1.5,HOU,28.5,3.5,0.375,0.441,0.172,0.3,0.275,6.1,0,4,1.4,2,0.451,0.566,0.559,0.056,0.691,0.277,2,8.2,51.1,36.7,0.531,0.7,1.8,0.7,10.1,27,15.3,15.2,2016-17,0.4,18.5,0.4,7.3,0.3,11,8.2,0.616,8.9,0.414,5.4,8.4,10,22,11.6,11.9,NBA,18.8,108,4.3,7,19.6,14.1,2.6,James Harden,10.5,9.3,0.098,7.5,0.017,0.059,11.2,0
1675,0,-0.3,17.8,8.4,0.643,14.8,0.388,0,0.479,0.7,SF,0.8,1.1,1.2,0.412,14.3,0.9,0.3,0.586,1.9,0.707,15.1,410,3.2,120,0.6,HOU,6.7,3.6,0.333,0.412,0.067,0.3,0.13,2.6,0,2.3,1.3,1.7,0.504,0.118,0.588,0.306,0.649,1,1.7,2.2,9.2,18.6,0.584,0.3,3.5,1.2,10.3,22,3.1,12.1,2016-17,,5.4,0.7,4.9,0.467,5.9,6.8,0.591,0.4,0.25,1.9,2.7,1,22,11.9,1.1,NBA,15.7,109,8.1,9,11.3,1.7,1.4,Sam Dekker,0.6,1.2,0,3.9,0.084,0.05,7.2,0
